model,filter,row_order,ancestor_order,key_mode,lcs,kendall_tau,pairwise_concordance,exact_positions,exact_prefix,duplicate_flips,unique_dictionary_terms,input_terms,table_size,outer_kind,inner_kind,outer_count,pair_kind,set_policy,pair_count,mask_bits
direct_dict_then_propagate_py2keys,exact_all_accessions,source,sorted_asc,MSigDB_standard_name,19,-0.03829201101928374,0.48085399449035815,1,0,000,16357,186361,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,source,dfs_pre_obo,MSigDB_standard_name,19,-0.03829201101928374,0.48085399449035815,1,0,000,16357,186361,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,source,bfs_obo,MSigDB_standard_name,19,-0.03829201101928374,0.48085399449035815,1,0,000,16357,186361,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,source,py2set_dfs_35,MSigDB_standard_name,19,-0.03829201101928374,0.48085399449035815,1,0,000,16357,186361,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,source,py2set_bfs_35,MSigDB_standard_name,19,-0.03829201101928374,0.48085399449035815,1,0,000,16357,186361,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,accession_GO,sorted_asc,MSigDB_standard_name,19,-0.03829201101928374,0.48085399449035815,1,0,000,16357,186361,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,accession_GO,dfs_pre_obo,MSigDB_standard_name,19,-0.03829201101928374,0.48085399449035815,1,0,000,16357,186361,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,accession_GO,bfs_obo,MSigDB_standard_name,19,-0.03829201101928374,0.48085399449035815,1,0,000,16357,186361,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,accession_GO,py2set_dfs_35,MSigDB_standard_name,19,-0.03829201101928374,0.48085399449035815,1,0,000,16357,186361,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,accession_GO,py2set_bfs_35,MSigDB_standard_name,19,-0.03829201101928374,0.48085399449035815,1,0,000,16357,186361,,,,,,,,
raw_hash_bucket_proxy,,,,GO_name,19,-0.05261707988980716,0.47369146005509644,0,0,001,121,121,131072.0,,,,,,,17.0
ontology_name_sorted,,,,GO_name,19,-0.05867768595041322,0.4706611570247934,0,0,001,44797,44797,,,,,,,,
raw_hash_bucket_proxy,,,,GO_name,19,-0.07217630853994489,0.46391184573002753,1,0,010,121,121,65536.0,,,,,,,16.0
raw_hash_bucket_proxy,,,,GO_name,19,-0.07327823691460054,0.4633608815426997,2,0,001,121,121,4096.0,,,,,,,12.0
direct_dict_then_propagate_py2keys,exact_all_accessions,source,sorted_asc,GO_name,19,-0.07382920110192837,0.4630853994490358,0,0,011,16357,186381,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,source,dfs_pre_obo,GO_name,19,-0.07382920110192837,0.4630853994490358,0,0,011,16357,186381,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,source,bfs_obo,GO_name,19,-0.07382920110192837,0.4630853994490358,0,0,011,16357,186381,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,source,py2set_dfs_35,GO_name,19,-0.07382920110192837,0.4630853994490358,0,0,011,16357,186381,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,source,py2set_bfs_35,GO_name,19,-0.07382920110192837,0.4630853994490358,0,0,011,16357,186381,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,accession_GO,sorted_asc,GO_name,19,-0.07382920110192837,0.4630853994490358,0,0,011,16357,186381,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,accession_GO,dfs_pre_obo,GO_name,19,-0.07382920110192837,0.4630853994490358,0,0,011,16357,186381,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,accession_GO,bfs_obo,GO_name,19,-0.07382920110192837,0.4630853994490358,0,0,011,16357,186381,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,accession_GO,py2set_dfs_35,GO_name,19,-0.07382920110192837,0.4630853994490358,0,0,011,16357,186381,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,accession_GO,py2set_bfs_35,GO_name,19,-0.07382920110192837,0.4630853994490358,0,0,011,16357,186381,,,,,,,,
raw_hash_bucket_proxy,,,,GO_name,19,-0.0746556473829201,0.46267217630853996,0,0,001,121,121,524288.0,,,,,,,19.0
raw_hash_bucket_proxy,,,,GO_name,18,0.15509641873278235,0.5775482093663912,1,0,100,121,121,512.0,,,,,,,9.0
raw_hash_bucket_proxy,,,,MSigDB_standard_name,18,0.022314049586776855,0.5111570247933884,2,0,111,121,121,128.0,,,,,,,7.0
first_direct_then_ancestors,exact_historical_mapped,source,sorted_asc,MSigDB_standard_name,18,-0.0396694214876033,0.48016528925619834,3,0,000,13302,141790,,,,,,,,
first_direct_then_ancestors,exact_historical_mapped,source,bfs_obo,MSigDB_standard_name,18,-0.0396694214876033,0.48016528925619834,3,0,000,13302,141790,,,,,,,,
first_direct_then_ancestors,exact_historical_mapped,source,py2set_dfs_35,MSigDB_standard_name,18,-0.0396694214876033,0.48016528925619834,3,0,000,13302,141790,,,,,,,,
first_direct_then_ancestors,exact_historical_mapped,accession_GO,sorted_asc,MSigDB_standard_name,18,-0.0396694214876033,0.48016528925619834,3,0,000,13302,141790,,,,,,,,
first_direct_then_ancestors,exact_historical_mapped,accession_GO,bfs_obo,MSigDB_standard_name,18,-0.0396694214876033,0.48016528925619834,3,0,000,13302,141790,,,,,,,,
first_direct_then_ancestors,exact_historical_mapped,accession_GO,py2set_dfs_35,MSigDB_standard_name,18,-0.0396694214876033,0.48016528925619834,3,0,000,13302,141790,,,,,,,,
direct_dict_then_propagate_py2keys,exact_historical_mapped,date_accession_GO,sorted_asc,MSigDB_standard_name,18,-0.0396694214876033,0.48016528925619834,1,0,000,13302,141777,,,,,,,,
direct_dict_then_propagate_py2keys,exact_historical_mapped,date_accession_GO,dfs_pre_obo,MSigDB_standard_name,18,-0.0396694214876033,0.48016528925619834,1,0,000,13302,141777,,,,,,,,
direct_dict_then_propagate_py2keys,exact_historical_mapped,date_accession_GO,bfs_obo,MSigDB_standard_name,18,-0.0396694214876033,0.48016528925619834,1,0,000,13302,141777,,,,,,,,
direct_dict_then_propagate_py2keys,exact_historical_mapped,date_accession_GO,py2set_dfs_35,MSigDB_standard_name,18,-0.0396694214876033,0.48016528925619834,1,0,000,13302,141777,,,,,,,,
direct_dict_then_propagate_py2keys,exact_historical_mapped,date_accession_GO,py2set_bfs_35,MSigDB_standard_name,18,-0.0396694214876033,0.48016528925619834,1,0,000,13302,141777,,,,,,,,
ontology_obo_primary_plus_alt,,,,GO_ID_numeric_string,18,-0.04077134986225895,0.47961432506887053,3,0,001,46672,46672,,,,,,,,
ontology_obo_primary,,,,GO_ID_numeric_string,18,-0.04159779614325069,0.4792011019283747,3,0,001,44797,44797,,,,,,,,
ontology_sorted_primary,,,,GO_ID_numeric_string,18,-0.04159779614325069,0.4792011019283747,3,0,001,44797,44797,,,,,,,,
ontology_obo_primary_plus_alt,,,,GO_name,18,-0.04435261707988981,0.4778236914600551,0,0,001,46672,46672,,,,,,,,
direct_dict_then_propagate_py2keys,exact_historical_mapped,source,sorted_asc,MSigDB_standard_name,18,-0.04600550964187327,0.4769972451790634,1,0,000,13302,141780,,,,,,,,
direct_dict_then_propagate_py2keys,exact_historical_mapped,source,dfs_pre_obo,MSigDB_standard_name,18,-0.04600550964187327,0.4769972451790634,1,0,000,13302,141780,,,,,,,,
direct_dict_then_propagate_py2keys,exact_historical_mapped,source,bfs_obo,MSigDB_standard_name,18,-0.04600550964187327,0.4769972451790634,1,0,000,13302,141780,,,,,,,,
direct_dict_then_propagate_py2keys,exact_historical_mapped,source,py2set_dfs_35,MSigDB_standard_name,18,-0.04600550964187327,0.4769972451790634,1,0,000,13302,141780,,,,,,,,
direct_dict_then_propagate_py2keys,exact_historical_mapped,source,py2set_bfs_35,MSigDB_standard_name,18,-0.04600550964187327,0.4769972451790634,1,0,000,13302,141780,,,,,,,,
direct_dict_then_propagate_py2keys,exact_historical_mapped,accession_GO,sorted_asc,MSigDB_standard_name,18,-0.04600550964187327,0.4769972451790634,1,0,000,13302,141780,,,,,,,,
direct_dict_then_propagate_py2keys,exact_historical_mapped,accession_GO,dfs_pre_obo,MSigDB_standard_name,18,-0.04600550964187327,0.4769972451790634,1,0,000,13302,141780,,,,,,,,
direct_dict_then_propagate_py2keys,exact_historical_mapped,accession_GO,bfs_obo,MSigDB_standard_name,18,-0.04600550964187327,0.4769972451790634,1,0,000,13302,141780,,,,,,,,
direct_dict_then_propagate_py2keys,exact_historical_mapped,accession_GO,py2set_dfs_35,MSigDB_standard_name,18,-0.04600550964187327,0.4769972451790634,1,0,000,13302,141780,,,,,,,,
direct_dict_then_propagate_py2keys,exact_historical_mapped,accession_GO,py2set_bfs_35,MSigDB_standard_name,18,-0.04600550964187327,0.4769972451790634,1,0,000,13302,141780,,,,,,,,
ontology_obo_primary,,,,GO_name,18,-0.057575757575757565,0.4712121212121212,0,0,001,44797,44797,,,,,,,,
ontology_sorted_primary,,,,GO_name,18,-0.057575757575757565,0.4712121212121212,0,0,001,44797,44797,,,,,,,,
ontology_name_sorted,,,,GO_numeric_int,18,-0.0606060606060606,0.4696969696969697,1,0,010,44797,44797,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,date_accession_GO,sorted_asc,GO_name,18,-0.0746556473829201,0.46267217630853996,0,0,011,16357,186381,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,date_accession_GO,dfs_pre_obo,GO_name,18,-0.0746556473829201,0.46267217630853996,0,0,011,16357,186381,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,date_accession_GO,bfs_obo,GO_name,18,-0.0746556473829201,0.46267217630853996,0,0,011,16357,186381,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,date_accession_GO,py2set_dfs_35,GO_name,18,-0.0746556473829201,0.46267217630853996,0,0,011,16357,186381,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,date_accession_GO,py2set_bfs_35,GO_name,18,-0.0746556473829201,0.46267217630853996,0,0,011,16357,186381,,,,,,,,
raw_hash_bucket_proxy,,,,MSigDB_standard_name,18,-0.07823691460055095,0.46088154269972453,1,0,000,121,121,32768.0,,,,,,,15.0
raw_hash_bucket_proxy,,,,GO_numeric_int,18,-0.09972451790633609,0.45013774104683196,1,0,001,121,121,262144.0,,,,,,,18.0
ontology_obo_primary,,,,GO_numeric_int,18,-0.10082644628099172,0.44958677685950416,1,0,001,44797,44797,,,,,,,,
ontology_obo_primary_plus_alt,,,,GO_numeric_int,18,-0.10082644628099172,0.44958677685950416,1,0,001,46672,46672,,,,,,,,
ontology_sorted_primary,,,,GO_numeric_int,18,-0.10082644628099172,0.44958677685950416,1,0,001,44797,44797,,,,,,,,
raw_hash_bucket_proxy,,,,GO_numeric_int,18,-0.10082644628099172,0.44958677685950416,1,0,001,121,121,524288.0,,,,,,,19.0
raw_hash_bucket_proxy,,,,GO_numeric_int,18,-0.10881542699724517,0.4455922865013774,1,0,001,121,121,131072.0,,,,,,,17.0
ontology_obo_primary,,,,namespace_pipe_GO,17,0.07768595041322314,0.5388429752066116,0,0,100,44797,44797,,,,,,,,
ontology_sorted_primary,,,,namespace_pipe_GO,17,0.07768595041322314,0.5388429752066116,0,0,100,44797,44797,,,,,,,,
ontology_obo_primary_plus_alt,,,,namespace_pipe_GO,17,0.07493112947658402,0.537465564738292,3,0,100,46672,46672,,,,,,,,
raw_hash_bucket_proxy,,,,GO_name,17,0.04242424242424242,0.5212121212121212,1,0,101,121,121,256.0,,,,,,,8.0
raw_hash_bucket_proxy,,,,GO_numeric_int,17,0.007162534435261707,0.5035812672176309,0,0,001,121,121,128.0,,,,,,,7.0
raw_hash_bucket_proxy,,,,GO_name,17,0.0068870523415977955,0.5034435261707989,1,0,001,121,121,16384.0,,,,,,,14.0
raw_hash_bucket_proxy,,,,MSigDB_standard_name,17,0.0068870523415977955,0.5034435261707989,0,0,010,121,121,16384.0,,,,,,,14.0
ontology_name_sorted,,,,GO_ID_numeric_string,17,-0.04352617079889806,0.47823691460055096,1,0,001,44797,44797,,,,,,,,
raw_hash_bucket_proxy,,,,GO_numeric_int,17,-0.06391184573002753,0.46804407713498625,0,0,000,121,121,2048.0,,,,,,,11.0
raw_hash_bucket_proxy,,,,MSigDB_standard_name,17,-0.06446280991735537,0.4677685950413223,1,0,010,121,121,65536.0,,,,,,,16.0
first_direct_then_ancestors,exact_all_accessions,source,sorted_asc,MSigDB_standard_name,17,-0.07961432506887052,0.4601928374655647,3,0,000,16357,186381,,,,,,,,
first_direct_then_ancestors,exact_all_accessions,source,bfs_obo,MSigDB_standard_name,17,-0.07961432506887052,0.4601928374655647,3,0,000,16357,186381,,,,,,,,
first_direct_then_ancestors,exact_all_accessions,source,py2set_dfs_35,MSigDB_standard_name,17,-0.07961432506887052,0.4601928374655647,3,0,000,16357,186381,,,,,,,,
first_direct_then_ancestors,exact_all_accessions,accession_GO,sorted_asc,MSigDB_standard_name,17,-0.07961432506887052,0.4601928374655647,3,0,000,16357,186381,,,,,,,,
first_direct_then_ancestors,exact_all_accessions,accession_GO,bfs_obo,MSigDB_standard_name,17,-0.07961432506887052,0.4601928374655647,3,0,000,16357,186381,,,,,,,,
first_direct_then_ancestors,exact_all_accessions,accession_GO,py2set_dfs_35,MSigDB_standard_name,17,-0.07961432506887052,0.4601928374655647,3,0,000,16357,186381,,,,,,,,
raw_hash_bucket_proxy,,,,GO_name,17,-0.08374655647382918,0.4581267217630854,0,0,001,121,121,8192.0,,,,,,,13.0
first_direct_then_ancestors,exact_historical_mapped,date_accession_GO,sorted_asc,MSigDB_standard_name,17,-0.0859504132231405,0.4570247933884298,0,0,011,13302,141790,,,,,,,,
first_direct_then_ancestors,exact_historical_mapped,date_accession_GO,bfs_obo,MSigDB_standard_name,17,-0.0859504132231405,0.4570247933884298,0,0,011,13302,141790,,,,,,,,
