model,filter,row_order,ancestor_order,key_mode,lcs,kendall_tau,pairwise_concordance,exact_positions,exact_prefix,duplicate_flips,unique_dictionary_terms,input_terms,table_size,outer_kind,inner_kind,outer_count,pair_kind,set_policy,pair_count,mask_bits
direct_dict_then_propagate_py2keys,exact_all_accessions,source,sorted_asc,GO_ID,79,0.6132231404958677,0.8066115702479338,3,0,001,16357,186381,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,source,dfs_pre_obo,GO_ID,79,0.6132231404958677,0.8066115702479338,3,0,001,16357,186381,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,source,bfs_obo,GO_ID,79,0.6132231404958677,0.8066115702479338,3,0,001,16357,186381,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,source,py2set_dfs_35,GO_ID,79,0.6132231404958677,0.8066115702479338,3,0,001,16357,186381,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,source,py2set_bfs_35,GO_ID,79,0.6132231404958677,0.8066115702479338,3,0,001,16357,186381,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,accession_GO,sorted_asc,GO_ID,79,0.6132231404958677,0.8066115702479338,3,0,001,16357,186381,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,accession_GO,dfs_pre_obo,GO_ID,79,0.6132231404958677,0.8066115702479338,3,0,001,16357,186381,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,accession_GO,bfs_obo,GO_ID,79,0.6132231404958677,0.8066115702479338,3,0,001,16357,186381,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,accession_GO,py2set_dfs_35,GO_ID,79,0.6132231404958677,0.8066115702479338,3,0,001,16357,186381,,,,,,,,
direct_dict_then_propagate_py2keys,exact_all_accessions,accession_GO,py2set_bfs_35,GO_ID,79,0.6132231404958677,0.8066115702479338,3,0,001,16357,186381,,,,,,,,
raw_hash_bucket_proxy,,,,GO_ID,57,0.4432506887052341,0.721625344352617,2,2,101,121,121,16384.0,,,,,,,14.0
raw_hash_bucket_proxy,,,,GO_ID,54,0.4134986225895317,0.7067493112947658,0,0,001,121,121,65536.0,,,,,,,16.0
raw_hash_bucket_proxy,,,,GO_ID,39,0.3022038567493113,0.6511019283746556,1,0,101,121,121,8192.0,,,,,,,13.0
raw_hash_bucket_proxy,,,,GO_ID,39,0.24187327823691454,0.6209366391184573,1,0,011,121,121,131072.0,,,,,,,17.0
ontology_obo_primary,,,,GO_ID,38,0.2360881542699724,0.6180440771349862,1,0,011,44797,44797,,,,,,,,
