file_kind,category,value,count
GAF,Date,20141027,62
GAF,Date,20160427,62
GAF,Date,20030424,61
GAF,Date,20051220,61
GAF,Date,20070328,61
GAF,Date,20071023,61
GAF,Date,20080414,61
GAF,Date,20090121,61
GAF,Date,20090204,61
GAF,Date,20091214,61
GAF,Date,20110107,61
GAF,Date,20110817,61
GAF,Date,20120116,61
GAF,Date,20120220,61
GAF,Date,20140210,61
GAF,Date,20140324,61
GAF,Date,20140417,61
GAF,Date,20140528,61
GAF,Date,20140717,61
GAF,Date,20140911,61
GAF,Date,20141103,61
GAF,Date,20150903,61
GAF,Date,20150904,61
GAF,Date,20151118,61
GAF,Date,20151210,61
GAF,Date,20020528,60
GAF,Date,20041119,60
GAF,Date,20041130,60
GAF,Date,20060425,60
GAF,Date,20060426,60
GAF,Date,20061109,60
GAF,Date,20061114,60
GAF,Date,20070418,60
GAF,Date,20070608,60
GAF,Date,20071001,60
GAF,Date,20080528,60
GAF,Date,20080909,60
GAF,Date,20081219,60
GAF,Date,20090326,60
GAF,Date,20090710,60
GAF,Date,20100726,60
GAF,Date,20110218,60
GAF,Date,20120609,60
GAF,Date,20131203,60
GAF,Date,20140812,60
GAF,Date,20160330,60
GAF,Date,20050221,59
GAF,Date,20070516,59
GAF,Date,20080516,59
GAF,Date,20080613,59
GAF,Date,20080821,59
GAF,Date,20100315,59
GAF,Date,20100524,59
GAF,Date,20110215,59
GAF,Date,20110623,59
GAF,Date,20140129,59
GAF,Date,20140822,59
GAF,Date,20141008,59
GAF,Date,20150112,59
GAF,Date,20150714,59
GAF,Date,20151113,59
GAF,Date,20160103,59
GAF,Date,20011004,58
GAF,Date,20050923,58
GAF,Date,20080915,58
GAF,Date,20090820,58
GAF,Date,20090909,58
GAF,Date,20091110,58
GAF,Date,20100209,58
GAF,Date,20100312,58
GAF,Date,20100929,58
GAF,Date,20110221,58
GAF,Date,20110607,58
GAF,Date,20110704,58
GAF,Date,20120223,58
GAF,Date,20120420,58
GAF,Date,20120501,58
GAF,Date,20120924,58
GAF,Date,20121008,58
GAF,Date,20130626,58
GAF,Date,20130717,58
GAF,Date,20140326,58
GAF,Date,20150601,58
GAF,Date,20160504,58
GAF,Date,20051122,57
GAF,Date,20071126,57
GAF,Date,20080130,57
GAF,Date,20080306,57
GAF,Date,20090421,57
GAF,Date,20091211,57
GAF,Date,20091218,57
GAF,Date,20100408,57
GAF,Date,20110127,57
GAF,Date,20110203,57
GAF,Date,20110805,57
GAF,Date,20120629,57
GAF,Date,20120710,57
GAF,Date,20130418,57
GAF,Date,20130703,57
GAF,Date,20140725,57
GAF,Date,20141216,57
GAF,Date,20150731,57
GAF,Date,20160523,57
GAF,Date,20010919,56
GAF,Date,20010924,56
GAF,Date,20060120,56
GAF,Date,20061006,56
GAF,Date,20080215,56
GAF,Date,20080512,56
GAF,Date,20081017,56
GAF,Date,20081106,56
GAF,Date,20081126,56
GAF,Date,20090216,56
GAF,Date,20090508,56
GAF,Date,20110621,56
GAF,Date,20110831,56
GAF,Date,20120320,56
GAF,Date,20121214,56
GAF,Date,20130304,56
GAF,Date,20130424,56
GAF,Date,20130708,56
GAF,Date,20130816,56
GAF,Date,20140122,56
GAF,Date,20140312,56
GAF,Date,20140527,56
GAF,Date,20140929,56
GAF,Date,20141007,56
GAF,Date,20141104,56
GAF,Date,20150811,56
GAF,Date,20151006,56
GAF,Date,20160517,56
GAF,Date,20070813,55
GAF,Date,20080311,55
GAF,Date,20080522,55
GAF,Date,20081217,55
GAF,Date,20100215,55
GAF,Date,20100604,55
GAF,Date,20101004,55
GAF,Date,20110615,55
GAF,Date,20110622,55
GAF,Date,20110720,55
GAF,Date,20111007,55
GAF,Date,20120117,55
GAF,Date,20120424,55
GAF,Date,20121015,55
GAF,Date,20130510,55
GAF,Date,20131112,55
GAF,Date,20140820,55
GAF,Date,20150509,55
GAF,Date,20150804,55
GAF,Date,20060818,54
GAF,Date,20061214,54
GAF,Date,20080811,54
GAF,Date,20091009,54
GAF,Date,20091210,54
GAF,Date,20100108,54
GAF,Date,20100201,54
GAF,Date,20100329,54
GAF,Date,20101018,54
GAF,Date,20110309,54
GAF,Date,20110927,54
GAF,Date,20111006,54
GAF,Date,20111014,54
GAF,Date,20120130,54
GAF,Date,20120215,54
GAF,Date,20120315,54
GAF,Date,20120613,54
GAF,Date,20121106,54
GAF,Date,20130218,54
GAF,Date,20130417,54
GAF,Date,20130605,54
GAF,Date,20130619,54
GAF,Date,20131201,54
GAF,Date,20131218,54
GAF,Date,20140131,54
GAF,Date,20140204,54
GAF,Date,20140223,54
GAF,Date,20150130,54
GAF,Date,20150721,54
GAF,Date,20150730,54
GAF,Date,20150921,54
GAF,Date,20051129,53
GAF,Date,20060117,53
GAF,Date,20060228,53
GAF,Date,20060508,53
GAF,Date,20070912,53
GAF,Date,20080131,53
GAF,Date,20081003,53
GAF,Date,20081203,53
GAF,Date,20090807,53
GAF,Date,20091124,53
GAF,Date,20100322,53
GAF,Date,20110627,53
GAF,Date,20111129,53
GAF,Date,20120720,53
GAF,Date,20130823,53
GAF,Date,20131127,53
GAF,Date,20140327,53
GAF,Date,20141126,53
GAF,Date,20150302,53
GAF,Date,20160122,53
GAF,Date,20160215,53
GAF,Date,20160322,53
GAF,Date,20160531,53
GAF,Date,20040430,52
GAF,Date,20060717,52
GAF,Date,20070124,52
GAF,Date,20080429,52
GAF,Date,20081114,52
GAF,Date,20090428,52
GAF,Date,20090717,52
GAF,Date,20090904,52
GAF,Date,20100104,52
GAF,Date,20100722,52
GAF,Date,20101013,52
GAF,Date,20110119,52
GAF,Date,20110310,52
GAF,Date,20120417,52
GAF,Date,20120822,52
GAF,Date,20121024,52
GAF,Date,20130320,52
GAF,Date,20140502,52
GAF,Date,20140703,52
GAF,Date,20140814,52
GAF,Date,20150617,52
GAF,Date,20150718,52
GAF,Date,20150908,52
GAF,Date,20160105,52
GAF,Date,20160111,52
GAF,Date,20160621,52
GAF,Date,20010921,51
GAF,Date,20051109,51
GAF,Date,20060404,51
GAF,Date,20071016,51
GAF,Date,20071122,51
GAF,Date,20080602,51
GAF,Date,20090209,51
GAF,Date,20091019,51
GAF,Date,20091123,51
GAF,Date,20100323,51
GAF,Date,20100510,51
GAF,Date,20100820,51
GAF,Date,20101125,51
GAF,Date,20110628,51
GAF,Date,20120316,51
GAF,Date,20120321,51
GAF,Date,20120808,51
GAF,Date,20121127,51
GAF,Date,20131004,51
GAF,Date,20150227,51
GAF,Date,20150423,51
GAF,Date,20150529,51
GAF,Date,20160211,51
GAF,Date,20010913,50
GAF,Date,20010918,50
GAF,Date,20011003,50
GAF,Date,20040311,50
GAF,Date,20050214,50
GAF,Date,20060223,50
GAF,Date,20060821,50
GAF,Date,20061113,50
GAF,Date,20080519,50
GAF,Date,20100115,50
GAF,Date,20100317,50
GAF,Date,20100422,50
GAF,Date,20100601,50
GAF,Date,20100914,50
GAF,Date,20110225,50
GAF,Date,20111123,50
GAF,Date,20120213,50
GAF,Date,20120327,50
GAF,Date,20120523,50
GAF,Date,20130612,50
GAF,Date,20131011,50
GAF,Date,20131120,50
GAF,Date,20140818,50
GAF,Date,20141016,50
GAF,Date,20150609,50
GAF,Date,20010920,49
GAF,Date,20040415,49
GAF,Date,20050218,49
GAF,Date,20070305,49
GAF,Date,20080312,49
GAF,Date,20080425,49
GAF,Date,20091020,49
GAF,Date,20100111,49
GAF,Date,20100126,49
GAF,Date,20110527,49
GAF,Date,20110712,49
GAF,Date,20110714,49
GAF,Date,20120608,49
GAF,Date,20120716,49
GAF,Date,20130108,49
GAF,Date,20130809,49
GAF,Date,20131031,49
GAF,Date,20140106,49
GAF,Date,20140304,49
GAF,Date,20150827,49
GAF,Date,20151021,49
GAF,Date,20151023,49
GAF,Date,20160223,49
GAF,Date,20160318,49
GAF,Date,20040817,48
GAF,Date,20060104,48
GAF,Date,20060316,48
GAF,Date,20090617,48
GAF,Date,20100301,48
GAF,Date,20100319,48
GAF,Date,20101014,48
GAF,Date,20110504,48
GAF,Date,20120403,48
GAF,Date,20120418,48
GAF,Date,20120816,48
GAF,Date,20140228,48
GAF,Date,20140306,48
GAF,Date,20140617,48
GAF,Date,20140801,48
GAF,Date,20141009,48
GAF,Date,20141030,48
GAF,Date,20150224,48
GAF,Date,20150409,48
GAF,Date,20150513,48
GAF,Date,20160510,48
GAF,Date,20160527,48
GAF,Date,20010925,47
GAF,Date,20030814,47
GAF,Date,20050331,47
GAF,Date,20051118,47
GAF,Date,20060106,47
GAF,Date,20061201,47
GAF,Date,20080514,47
GAF,Date,20090203,47
GAF,Date,20090608,47
GAF,Date,20091012,47
GAF,Date,20100423,47
GAF,Date,20100917,47
GAF,Date,20110210,47
GAF,Date,20120508,47
GAF,Date,20120611,47
GAF,Date,20120821,47
GAF,Date,20121016,47
GAF,Date,20121207,47
GAF,Date,20121212,47
GAF,Date,20130116,47
GAF,Date,20130212,47
GAF,Date,20130904,47
GAF,Date,20140218,47
GAF,Date,20140606,47
GAF,Date,20141022,47
GAF,Date,20150209,47
GAF,Date,20150427,47
GAF,Date,20151027,47
GAF,Date,20160218,47
GAF,Date,20160222,47
GAF,Date,20160321,47
GAF,Date,20010905,46
GAF,Date,20050715,46
GAF,Date,20060130,46
GAF,Date,20060424,46
GAF,Date,20060509,46
GAF,Date,20061012,46
GAF,Date,20080403,46
GAF,Date,20080507,46
GAF,Date,20080616,46
GAF,Date,20081129,46
GAF,Date,20091104,46
GAF,Date,20091201,46
GAF,Date,20100715,46
GAF,Date,20100825,46
GAF,Date,20101029,46
GAF,Date,20110128,46
GAF,Date,20110228,46
GAF,Date,20110809,46
GAF,Date,20110904,46
GAF,Date,20120621,46
GAF,Date,20130305,46
GAF,Date,20130325,46
GAF,Date,20130422,46
GAF,Date,20130508,46
GAF,Date,20130625,46
GAF,Date,20131105,46
GAF,Date,20140111,46
GAF,Date,20151202,46
GAF,Date,20160201,46
GAF,Date,20160607,46
GAF,Date,20010903,45
GAF,Date,20010928,45
GAF,Date,20020618,45
GAF,Date,20040129,45
GAF,Date,20060103,45
GAF,Date,20060208,45
GAF,Date,20060719,45
GAF,Date,20080625,45
GAF,Date,20081031,45
GAF,Date,20081207,45
GAF,Date,20081208,45
GAF,Date,20090618,45
GAF,Date,20100622,45
GAF,Date,20100727,45
GAF,Date,20120618,45
GAF,Date,20120815,45
GAF,Date,20120910,45
GAF,Date,20121123,45
GAF,Date,20130813,45
GAF,Date,20131114,45
GAF,Date,20140711,45
GAF,Date,20150416,45
GAF,Date,20150608,45
GAF,Date,20151002,45
GAF,Date,20151106,45
GAF,Date,20010929,44
GAF,Date,20021104,44
GAF,Date,20031118,44
GAF,Date,20060131,44
GAF,Date,20071002,44
GAF,Date,20071221,44
GAF,Date,20080124,44
GAF,Date,20080812,44
GAF,Date,20110113,44
GAF,Date,20110118,44
GAF,Date,20110325,44
GAF,Date,20120510,44
GAF,Date,20120706,44
GAF,Date,20121018,44
GAF,Date,20121023,44
GAF,Date,20130226,44
GAF,Date,20130301,44
GAF,Date,20130914,44
GAF,Date,20131015,44
GAF,Date,20140130,44
GAF,Date,20140630,44
GAF,Date,20141014,44
GAF,Date,20141215,44
GAF,Date,20150817,44
GAF,Date,20151105,44
GAF,Date,20160115,44
GAF,Date,20160212,44
GAF,Date,20160524,44
GAF,Date,20060302,43
GAF,Date,20070302,43
GAF,Date,20071017,43
GAF,Date,20080225,43
GAF,Date,20080307,43
GAF,Date,20090225,43
GAF,Date,20090709,43
GAF,Date,20091125,43
GAF,Date,20100121,43
GAF,Date,20100212,43
GAF,Date,20100303,43
GAF,Date,20100310,43
GAF,Date,20100629,43
GAF,Date,20101005,43
GAF,Date,20110131,43
GAF,Date,20110506,43
GAF,Date,20120717,43
GAF,Date,20121128,43
GAF,Date,20130328,43
GAF,Date,20130815,43
GAF,Date,20130822,43
GAF,Date,20131107,43
GAF,Date,20140212,43
GAF,Date,20141121,43
GAF,Date,20160120,43
GAF,Date,20010830,42
GAF,Date,20040225,42
GAF,Date,20060809,42
GAF,Date,20071120,42
GAF,Date,20080214,42
GAF,Date,20080502,42
GAF,Date,20080707,42
GAF,Date,20080725,42
GAF,Date,20080917,42
GAF,Date,20081104,42
GAF,Date,20081118,42
GAF,Date,20090120,42
GAF,Date,20090318,42
GAF,Date,20090729,42
GAF,Date,20091014,42
GAF,Date,20091115,42
GAF,Date,20100202,42
GAF,Date,20100714,42
GAF,Date,20110123,42
GAF,Date,20110721,42
GAF,Date,20120222,42
GAF,Date,20120504,42
GAF,Date,20120719,42
GAF,Date,20121005,42
GAF,Date,20121120,42
GAF,Date,20130121,42
GAF,Date,20130710,42
GAF,Date,20131003,42
GAF,Date,20131008,42
GAF,Date,20150612,42
GAF,Date,20151001,42
GAF,Date,20151223,42
GAF,Date,20010822,41
GAF,Date,20010904,41
GAF,Date,20041005,41
GAF,Date,20050418,41
GAF,Date,20050519,41
GAF,Date,20060220,41
GAF,Date,20060906,41
GAF,Date,20061215,41
GAF,Date,20070125,41
GAF,Date,20080111,41
GAF,Date,20080610,41
GAF,Date,20081024,41
GAF,Date,20090501,41
GAF,Date,20090915,41
GAF,Date,20091113,41
GAF,Date,20100222,41
GAF,Date,20110103,41
GAF,Date,20110822,41
GAF,Date,20120917,41
GAF,Date,20130201,41
GAF,Date,20130313,41
GAF,Date,20130627,41
GAF,Date,20140120,41
GAF,Date,20140214,41
GAF,Date,20140904,41
GAF,Date,20141015,41
GAF,Date,20150625,41
GAF,Date,20150915,41
GAF,Date,20160217,41
GAF,Date,20160225,41
GAF,Date,20020906,40
GAF,Date,20021018,40
GAF,Date,20031107,40
GAF,Date,20050927,40
GAF,Date,20060118,40
GAF,Date,20070730,40
GAF,Date,20080605,40
GAF,Date,20080801,40
GAF,Date,20080822,40
GAF,Date,20090304,40
GAF,Date,20100130,40
GAF,Date,20101109,40
GAF,Date,20101122,40
GAF,Date,20110105,40
GAF,Date,20110214,40
GAF,Date,20110216,40
GAF,Date,20110407,40
GAF,Date,20110525,40
GAF,Date,20120514,40
GAF,Date,20120625,40
GAF,Date,20120718,40
GAF,Date,20130415,40
GAF,Date,20130808,40
GAF,Date,20140921,40
GAF,Date,20150420,40
GAF,Date,20151020,40
GAF,Date,20151222,40
GAF,Date,20160419,40
GAF,Date,20160614,40
GAF,Date,20040405,39
GAF,Date,20051115,39
GAF,Date,20060113,39
GAF,Date,20060628,39
GAF,Date,20061116,39
GAF,Date,20070521,39
GAF,Date,20070911,39
GAF,Date,20080107,39
GAF,Date,20080827,39
GAF,Date,20090703,39
GAF,Date,20101015,39
GAF,Date,20101206,39
GAF,Date,20110408,39
GAF,Date,20110729,39
GAF,Date,20111105,39
GAF,Date,20111107,39
GAF,Date,20120803,39
GAF,Date,20121002,39
GAF,Date,20121101,39
GAF,Date,20130109,39
GAF,Date,20130128,39
GAF,Date,20130916,39
GAF,Date,20140301,39
GAF,Date,20140311,39
GAF,Date,20141125,39
GAF,Date,20160324,39
GAF,Date,20031111,38
GAF,Date,20040727,38
GAF,Date,20040820,38
GAF,Date,20060216,38
GAF,Date,20070913,38
GAF,Date,20071022,38
GAF,Date,20080102,38
GAF,Date,20080123,38
GAF,Date,20080803,38
GAF,Date,20081021,38
GAF,Date,20090309,38
GAF,Date,20090605,38
GAF,Date,20090902,38
GAF,Date,20100407,38
GAF,Date,20100617,38
GAF,Date,20100804,38
GAF,Date,20101101,38
GAF,Date,20110209,38
GAF,Date,20110217,38
GAF,Date,20110220,38
GAF,Date,20111019,38
GAF,Date,20120124,38
GAF,Date,20120323,38
GAF,Date,20120809,38
GAF,Date,20130515,38
GAF,Date,20150325,38
GAF,Date,20150505,38
GAF,Date,20150716,38
GAF,Date,20160615,38
GAF,Date,20011001,37
GAF,Date,20060310,37
GAF,Date,20060525,37
GAF,Date,20060707,37
GAF,Date,20061206,37
GAF,Date,20070605,37
GAF,Date,20070808,37
GAF,Date,20080228,37
GAF,Date,20080428,37
GAF,Date,20080924,37
GAF,Date,20090812,37
GAF,Date,20091021,37
GAF,Date,20091027,37
GAF,Date,20100129,37
GAF,Date,20100226,37
GAF,Date,20100412,37
GAF,Date,20100610,37
GAF,Date,20100623,37
GAF,Date,20100630,37
GAF,Date,20101007,37
GAF,Date,20101020,37
GAF,Date,20101022,37
GAF,Date,20101208,37
GAF,Date,20110620,37
GAF,Date,20120622,37
GAF,Date,20120918,37
GAF,Date,20121130,37
GAF,Date,20130419,37
GAF,Date,20130925,37
GAF,Date,20131119,37
GAF,Date,20140227,37
GAF,Date,20140429,37
GAF,Date,20140520,37
GAF,Date,20150822,37
GAF,Date,20150924,37
GAF,Date,20151120,37
GAF,Date,20160622,37
GAF,Date,20010926,36
GAF,Date,20040308,36
GAF,Date,20060524,36
GAF,Date,20060616,36
GAF,Date,20061123,36
GAF,Date,20070509,36
GAF,Date,20071220,36
GAF,Date,20080618,36
GAF,Date,20090403,36
GAF,Date,20090521,36
GAF,Date,20090713,36
GAF,Date,20090806,36
GAF,Date,20090821,36
GAF,Date,20090921,36
GAF,Date,20100506,36
GAF,Date,20100701,36
GAF,Date,20100723,36
GAF,Date,20101116,36
GAF,Date,20110601,36
GAF,Date,20110617,36
GAF,Date,20111012,36
GAF,Date,20120214,36
GAF,Date,20120516,36
GAF,Date,20120802,36
GAF,Date,20121112,36
GAF,Date,20121205,36
GAF,Date,20130104,36
GAF,Date,20130918,36
GAF,Date,20140224,36
GAF,Date,20150526,36
GAF,Date,20151123,36
GAF,Date,20151221,36
GAF,Date,20160126,36
GAF,Date,20160303,36
GAF,Date,20160530,36
GAF,Date,20030403,35
GAF,Date,20030813,35
GAF,Date,20050428,35
GAF,Date,20060209,35
GAF,Date,20060222,35
GAF,Date,20060405,35
GAF,Date,20060811,35
GAF,Date,20061121,35
GAF,Date,20070420,35
GAF,Date,20070814,35
GAF,Date,20071026,35
GAF,Date,20080206,35
GAF,Date,20081216,35
GAF,Date,20090227,35
GAF,Date,20090323,35
GAF,Date,20100210,35
GAF,Date,20100211,35
GAF,Date,20100316,35
GAF,Date,20101210,35
GAF,Date,20110710,35
GAF,Date,20111018,35
GAF,Date,20120216,35
GAF,Date,20120410,35
GAF,Date,20120702,35
GAF,Date,20120814,35
GAF,Date,20121012,35
GAF,Date,20121026,35
GAF,Date,20121109,35
GAF,Date,20130306,35
GAF,Date,20130426,35
GAF,Date,20140423,35
GAF,Date,20141021,35
GAF,Date,20160127,35
GAF,Date,20160224,35
GAF,Date,20160302,35
GAF,Date,20021106,34
GAF,Date,20021218,34
GAF,Date,20050526,34
GAF,Date,20060410,34
GAF,Date,20061010,34
GAF,Date,20070102,34
GAF,Date,20070918,34
GAF,Date,20071113,34
GAF,Date,20080407,34
GAF,Date,20080731,34
GAF,Date,20080810,34
GAF,Date,20080904,34
GAF,Date,20081202,34
GAF,Date,20090707,34
GAF,Date,20100906,34
GAF,Date,20110324,34
GAF,Date,20110524,34
GAF,Date,20110928,34
GAF,Date,20111222,34
GAF,Date,20120207,34
GAF,Date,20120328,34
GAF,Date,20120419,34
GAF,Date,20120813,34
GAF,Date,20130123,34
GAF,Date,20130124,34
GAF,Date,20131023,34
GAF,Date,20131104,34
GAF,Date,20140213,34
GAF,Date,20140408,34
GAF,Date,20140509,34
GAF,Date,20140602,34
GAF,Date,20140624,34
GAF,Date,20151129,34
GAF,Date,20010817,33
GAF,Date,20050114,33
GAF,Date,20050609,33
GAF,Date,20060224,33
GAF,Date,20060822,33
GAF,Date,20061103,33
GAF,Date,20070606,33
GAF,Date,20071128,33
GAF,Date,20080129,33
GAF,Date,20080630,33
GAF,Date,20081103,33
GAF,Date,20081209,33
GAF,Date,20090122,33
GAF,Date,20090313,33
GAF,Date,20090817,33
GAF,Date,20100409,33
GAF,Date,20100621,33
GAF,Date,20100916,33
GAF,Date,20110505,33
GAF,Date,20110829,33
GAF,Date,20110930,33
GAF,Date,20111005,33
GAF,Date,20111101,33
GAF,Date,20120515,33
GAF,Date,20120626,33
GAF,Date,20130405,33
GAF,Date,20130709,33
GAF,Date,20140217,33
GAF,Date,20140225,33
GAF,Date,20140620,33
GAF,Date,20140718,33
GAF,Date,20150813,33
GAF,Date,20151026,33
GAF,Date,20151207,33
GAF,Date,20040223,32
GAF,Date,20051124,32
GAF,Date,20060306,32
GAF,Date,20060915,32
GAF,Date,20061102,32
GAF,Date,20061122,32
GAF,Date,20070115,32
GAF,Date,20070411,32
GAF,Date,20080421,32
GAF,Date,20080529,32
GAF,Date,20080714,32
GAF,Date,20080815,32
GAF,Date,20080918,32
GAF,Date,20081127,32
GAF,Date,20090108,32
GAF,Date,20090730,32
GAF,Date,20100216,32
GAF,Date,20100702,32
GAF,Date,20100713,32
GAF,Date,20100817,32
GAF,Date,20110106,32
GAF,Date,20110826,32
GAF,Date,20120416,32
GAF,Date,20130827,32
GAF,Date,20130912,32
GAF,Date,20131111,32
GAF,Date,20150119,32
GAF,Date,20160511,32
GAF,Date,20010828,31
GAF,Date,20040709,31
GAF,Date,20050921,31
GAF,Date,20051202,31
GAF,Date,20051206,31
GAF,Date,20061009,31
GAF,Date,20071210,31
GAF,Date,20080506,31
GAF,Date,20080912,31
GAF,Date,20081015,31
GAF,Date,20081124,31
GAF,Date,20090611,31
GAF,Date,20090828,31
GAF,Date,20090911,31
GAF,Date,20091023,31
GAF,Date,20100224,31
GAF,Date,20100302,31
GAF,Date,20100321,31
GAF,Date,20100428,31
GAF,Date,20100525,31
GAF,Date,20100902,31
GAF,Date,20110311,31
GAF,Date,20120306,31
GAF,Date,20120425,31
GAF,Date,20120605,31
GAF,Date,20120709,31
GAF,Date,20130117,31
GAF,Date,20130219,31
GAF,Date,20130416,31
GAF,Date,20130715,31
GAF,Date,20140107,31
GAF,Date,20140116,31
GAF,Date,20141115,31
GAF,Date,20150703,31
GAF,Date,20150828,31
GAF,Date,20151007,31
GAF,Date,20151130,31
GAF,Date,20160219,31
GAF,Date,20010813,30
GAF,Date,20030909,30
GAF,Date,20040804,30
GAF,Date,20050603,30
GAF,Date,20051010,30
GAF,Date,20051103,30
GAF,Date,20051222,30
GAF,Date,20060712,30
GAF,Date,20060904,30
GAF,Date,20061213,30
GAF,Date,20070711,30
GAF,Date,20071115,30
GAF,Date,20080122,30
GAF,Date,20080723,30
GAF,Date,20080828,30
GAF,Date,20080908,30
GAF,Date,20080914,30
GAF,Date,20090211,30
GAF,Date,20090305,30
GAF,Date,20090518,30
GAF,Date,20090623,30
GAF,Date,20091223,30
GAF,Date,20100305,30
GAF,Date,20100504,30
GAF,Date,20100505,30
GAF,Date,20100527,30
GAF,Date,20100809,30
GAF,Date,20101011,30
GAF,Date,20110509,30
GAF,Date,20110630,30
GAF,Date,20110725,30
GAF,Date,20120614,30
GAF,Date,20121001,30
GAF,Date,20130531,30
GAF,Date,20130913,30
GAF,Date,20140406,30
GAF,Date,20151209,30
GAF,Date,20010814,29
GAF,Date,20021023,29
GAF,Date,20030804,29
GAF,Date,20031110,29
GAF,Date,20040319,29
GAF,Date,20040406,29
GAF,Date,20050323,29
GAF,Date,20050809,29
GAF,Date,20051123,29
GAF,Date,20060331,29
GAF,Date,20070523,29
GAF,Date,20070809,29
GAF,Date,20071012,29
GAF,Date,20071025,29
GAF,Date,20080422,29
GAF,Date,20080520,29
GAF,Date,20080724,29
GAF,Date,20081110,29
GAF,Date,20090212,29
GAF,Date,20090220,29
GAF,Date,20090527,29
GAF,Date,20090924,29
GAF,Date,20100401,29
GAF,Date,20100823,29
GAF,Date,20101001,29
GAF,Date,20101117,29
GAF,Date,20101118,29
GAF,Date,20101124,29
GAF,Date,20110421,29
GAF,Date,20120507,29
GAF,Date,20120528,29
GAF,Date,20120711,29
GAF,Date,20121129,29
GAF,Date,20121221,29
GAF,Date,20130215,29
GAF,Date,20130409,29
GAF,Date,20140310,29
GAF,Date,20140407,29
GAF,Date,20140616,29
GAF,Date,20140708,29
GAF,Date,20140917,29
GAF,Date,20150826,29
GAF,Date,20151201,29
GAF,Date,20160630,29
GAF,Date,20010820,28
GAF,Date,20030821,28
GAF,Date,20031125,28
GAF,Date,20031204,28
GAF,Date,20050224,28
GAF,Date,20050408,28
GAF,Date,20050701,28
GAF,Date,20051216,28
GAF,Date,20060705,28
GAF,Date,20060911,28
GAF,Date,20060926,28
GAF,Date,20061004,28
GAF,Date,20070205,28
GAF,Date,20071123,28
GAF,Date,20071129,28
GAF,Date,20080109,28
GAF,Date,20081212,28
GAF,Date,20090510,28
GAF,Date,20090708,28
GAF,Date,20090922,28
GAF,Date,20091005,28
GAF,Date,20091006,28
GAF,Date,20091111,28
GAF,Date,20100420,28
GAF,Date,20101108,28
GAF,Date,20101215,28
GAF,Date,20101229,28
GAF,Date,20110303,28
GAF,Date,20120131,28
GAF,Date,20120525,28
GAF,Date,20121115,28
GAF,Date,20130220,28
GAF,Date,20130312,28
GAF,Date,20130701,28
GAF,Date,20130724,28
GAF,Date,20131013,28
GAF,Date,20131113,28
GAF,Date,20131227,28
GAF,Date,20150501,28
GAF,Date,20150824,28
GAF,Date,20151216,28
GAF,Date,20160603,28
GAF,Date,20160620,28
GAF,Date,20010917,27
GAF,Date,20011005,27
GAF,Date,20030716,27
GAF,Date,20030729,27
GAF,Date,20031121,27
GAF,Date,20040407,27
GAF,Date,20051205,27
GAF,Date,20060119,27
GAF,Date,20060726,27
GAF,Date,20070131,27
GAF,Date,20070410,27
GAF,Date,20071213,27
GAF,Date,20080104,27
GAF,Date,20080204,27
GAF,Date,20080430,27
GAF,Date,20080527,27
GAF,Date,20080916,27
GAF,Date,20090929,27
GAF,Date,20100922,27
GAF,Date,20110531,27
GAF,Date,20110828,27
GAF,Date,20120304,27
GAF,Date,20120411,27
GAF,Date,20121211,27
GAF,Date,20130214,27
GAF,Date,20130603,27
GAF,Date,20130905,27
GAF,Date,20131230,27
GAF,Date,20140625,27
GAF,Date,20151104,27
GAF,Date,20160629,27
GAF,Date,20010816,26
GAF,Date,20031128,26
GAF,Date,20050606,26
GAF,Date,20060320,26
GAF,Date,20060725,26
GAF,Date,20061124,26
GAF,Date,20070206,26
GAF,Date,20070322,26
GAF,Date,20071205,26
GAF,Date,20080219,26
GAF,Date,20080226,26
GAF,Date,20080716,26
GAF,Date,20090520,26
GAF,Date,20100331,26
GAF,Date,20100414,26
GAF,Date,20110213,26
GAF,Date,20111013,26
GAF,Date,20111109,26
GAF,Date,20120509,26
GAF,Date,20121113,26
GAF,Date,20131007,26
GAF,Date,20131014,26
GAF,Date,20131231,26
GAF,Date,20140121,26
GAF,Date,20140124,26
GAF,Date,20140323,26
GAF,Date,20150530,26
GAF,Date,20150704,26
GAF,Date,20150803,26
GAF,Date,20151005,26
GAF,Date,20151025,26
GAF,Date,20160310,26
GAF,Date,20160312,26
GAF,Date,20160624,26
GAF,Date,20021111,25
GAF,Date,20031106,25
GAF,Date,20040416,25
GAF,Date,20040421,25
GAF,Date,20040514,25
GAF,Date,20041201,25
GAF,Date,20050222,25
GAF,Date,20050531,25
GAF,Date,20051104,25
GAF,Date,20051116,25
GAF,Date,20060109,25
GAF,Date,20060601,25
GAF,Date,20060724,25
GAF,Date,20060823,25
GAF,Date,20060925,25
GAF,Date,20070927,25
GAF,Date,20071011,25
GAF,Date,20080227,25
GAF,Date,20081020,25
GAF,Date,20081105,25
GAF,Date,20090423,25
GAF,Date,20090612,25
GAF,Date,20100308,25
GAF,Date,20100520,25
GAF,Date,20110511,25
GAF,Date,20110606,25
GAF,Date,20120125,25
GAF,Date,20120301,25
GAF,Date,20120502,25
GAF,Date,20120701,25
GAF,Date,20120703,25
GAF,Date,20120725,25
GAF,Date,20130920,25
GAF,Date,20140102,25
GAF,Date,20140314,25
GAF,Date,20140430,25
GAF,Date,20150107,25
GAF,Date,20150108,25
