universe,method,metric,n,mean,sd,q0,q0.01,q0.05,q0.1,q0.25,q0.5,q0.75,q0.9,q0.95,q0.99,q1
all144,branch_distinct_node_stratified_mean_wup,lookup_micro_f1,26830,0.9909031332621504,0.004313602336644036,0.957291952459,0.97853527219647,0.98295868632805,0.9852702694408,0.98846375249575,0.991639778526,0.994143741209,0.9955740037051001,0.9962819099476,0.99732209287564,0.999033054636
all144,branch_distinct_node_stratified_minimax_wup,mean_wup,26830,0.21080255183789243,0.015428016768415546,0.169998334998,0.18277397533054002,0.188521894772,0.192541347541,0.199358904984,0.208654678655,0.2205501443,0.232083888334,0.238773448773,0.252012987013,0.284901695527
all144,branch_distinct_node_stratified_minimax_wup,max_wup,26830,0.3110623916603614,0.04468668748364601,0.2,0.222222222222,0.25,0.25,0.285714285714,0.333333333333,0.333333333333,0.4,0.4,0.4,0.4
all144,branch_distinct_node_stratified_minimax_wup,mean_heldout_best_wup,26830,0.26676686800383176,0.03018079378440762,0.186363636364,0.20202020202,0.219065656566,0.230555555556,0.24503968254,0.264285714286,0.28869047619,0.309523809524,0.321428571429,0.338095238095,0.366666666667
all144,branch_distinct_node_stratified_minimax_wup,mean_distance,26830,7.830715616846813,0.6755202185720821,5.25,6.2,6.7,6.95,7.35,7.85,8.35,8.65,8.85,9.2,9.95
all144,branch_distinct_node_stratified_minimax_wup,min_distance,26830,4.565188222139396,0.9613556167438516,3.0,3.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,7.0,8.0
all144,branch_distinct_node_stratified_minimax_wup,mean_heldout_nearest_distance,26830,5.767312709653373,0.8572076739761523,3.5,4.0,4.5,4.75,5.25,5.75,6.25,7.0,7.25,8.0,8.75
all144,branch_distinct_node_stratified_minimax_wup,ancestor_descendant_pairs,26830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all144,branch_distinct_node_stratified_minimax_wup,train_branch_count,26830,5.659970182631382,1.658977094827084,2.0,3.0,3.0,3.0,4.0,6.0,7.0,8.0,8.0,9.0,9.0
all144,branch_distinct_node_stratified_minimax_wup,heldout_branch_count,26830,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
all144,branch_distinct_node_stratified_minimax_wup,training_node_total,26830,44274.22329481923,792.467021109422,43140.0,43140.0,43186.0,43216.0,43515.0,44244.0,44789.0,45404.0,45611.0,46066.0,46317.0
all144,branch_distinct_node_stratified_minimax_wup,training_edge_total,26830,617848.8865076407,13720.68947355986,593882.0,593882.0,598279.0,599917.0,608717.0,617258.0,628575.0,636667.0,642010.0,647632.0,653776.0
all144,branch_distinct_node_stratified_minimax_wup,heldout_node_total,26830,11605.794856503913,636.1025605296686,9829.0,10259.45,10591.0,10792.0,11150.0,11582.0,12040.0,12456.100000000002,12700.0,13096.71,13655.0
all144,branch_distinct_node_stratified_minimax_wup,heldout_edge_total,26830,178941.6248975028,11881.072813231014,144025.0,153233.61,159745.35,163606.5,170491.0,178653.5,187137.0,194732.2,199229.2,206210.68,216404.0
all144,branch_distinct_node_stratified_minimax_wup,training_internal_layers,26830,5.371710771524413,0.9979652129022316,3.0,4.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,8.0,8.0
all144,branch_distinct_node_stratified_minimax_wup,heldout_internal_layers,26830,2.124040253447633,0.9554775092769799,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0
all144,branch_distinct_node_stratified_minimax_wup,row_overlap,26830,0.9767255536132347,0.01089465035114716,0.890369383374,0.94792314822245,0.9580046669632001,0.9625103200716001,0.97032843051175,0.9783215799945,0.9850042003489999,0.9889745693069,0.99068094269305,0.99329876772672,0.997550866616
all144,branch_distinct_node_stratified_minimax_wup,unique_overlap,26830,0.9418156673130564,0.023540040968403654,0.814344962186,0.88567411266441,0.90025148097515,0.9096925681920001,0.926233766234,0.944027401078,0.960569087038,0.9703366912263001,0.9742217926318499,0.9809716674329699,0.992755722979
all144,branch_distinct_node_stratified_minimax_wup,positive_coverage,26830,0.9820062986277032,0.008426468599650072,0.918082443802,0.95797265003293,0.9664884534343999,0.970968169916,0.97719063942175,0.9834181847005,0.9883556746012501,0.9911870136544,0.9925913658637999,0.99465848982371,0.998067977432
all144,branch_distinct_node_stratified_minimax_wup,lookup_micro_f1,26830,0.9909031332621504,0.004313602336644036,0.957291952459,0.97853527219647,0.98295868632805,0.9852702694408,0.98846375249575,0.991639778526,0.994143741209,0.9955740037051001,0.9962819099476,0.99732209287564,0.999033054636
leaf107,conditional_mean_wup,mean_wup,1365,0.1954891549531062,0.009545809793291272,0.169002119204,0.173551007816,0.179684065934,0.183144633145,0.18861736507,0.19517291736,0.202301448551,0.207894397269,0.2114419191916,0.216036186036,0.219909118659
leaf107,conditional_mean_wup,max_wup,1365,0.2949559313294366,0.062312993195000214,0.2,0.2,0.222222222222,0.222222222222,0.25,0.25,0.333333333333,0.4,0.4,0.4,0.4
leaf107,conditional_mean_wup,mean_heldout_best_wup,1365,0.2376082535698249,0.030595815567414694,0.188461538462,0.190909090909,0.200961538462,0.20202020202,0.2125,0.227884615385,0.258333333333,0.280332167832,0.29216255966239985,0.311111111111,0.344318181818
leaf107,conditional_mean_wup,mean_distance,1365,8.632271062271062,0.45631843053846805,7.55,7.7,7.925,8.025,8.3,8.6,8.95,9.25,9.45,9.75,10.05
leaf107,conditional_mean_wup,min_distance,1365,6.089377289377289,0.5788906183533931,5.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0
leaf107,conditional_mean_wup,mean_heldout_nearest_distance,1365,7.404578754578755,0.5167707101320216,6.25,6.25,6.75,6.75,7.0,7.5,7.75,8.0,8.25,8.5,8.75
leaf107,conditional_mean_wup,ancestor_descendant_pairs,1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,conditional_mean_wup,train_branch_count,1365,6.126739926739927,1.5504880493283284,3.0,3.0,4.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0
leaf107,conditional_mean_wup,heldout_branch_count,1365,3.78021978021978,0.4399962793647128,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
leaf107,conditional_mean_wup,training_node_total,1365,39038.304761904765,1622.4997682468797,35553.0,36414.0,36924.0,37012.0,37897.0,38923.0,40116.0,41561.8,41958.0,42947.759999999995,43669.0
leaf107,conditional_mean_wup,training_edge_total,1365,516119.4945054945,28916.18813155595,454633.0,469311.0,476706.0,481288.0,494048.0,513660.0,533968.0,560448.0,569995.0,587978.8799999999,599332.0
leaf107,conditional_mean_wup,heldout_node_total,1365,11277.866666666667,545.1971311626254,9950.0,10146.92,10399.0,10578.6,10881.0,11261.0,11653.0,11997.800000000001,12209.599999999999,12535.08,12944.0
leaf107,conditional_mean_wup,heldout_edge_total,1365,173091.2,10215.93447891182,147629.0,151167.72,156291.6,159838.8,165714.0,172946.0,180114.0,186632.2,190214.2,196570.6,204188.0
leaf107,conditional_mean_wup,training_internal_layers,1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,conditional_mean_wup,heldout_internal_layers,1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,conditional_mean_wup,row_overlap,1365,0.9617351084440117,0.02073834273377698,0.866357975411,0.8912712576853999,0.927226697353,0.935976322831,0.947531661928,0.966288951841,0.978826796251,0.983567187199,0.9857657836378,0.9895185164419599,0.995578699155
leaf107,conditional_mean_wup,unique_overlap,1365,0.9124538886245743,0.03889024971632551,0.780283167278,0.79580593704708,0.8449353625574,0.8644142246994,0.882225237449,0.91733409611,0.946402563356,0.9577189518364,0.9620094462355999,0.97219277906552,0.986146095718
leaf107,conditional_mean_wup,positive_coverage,1365,0.970190465565885,0.016941665794472267,0.883807516371,0.90618787643224,0.9415738380876001,0.9490024255734,0.960524776156,0.973649031108,0.983141527852,0.9879221880912,0.9895718451772,0.99226939422856,0.996552245016
leaf107,conditional_mean_wup,lookup_micro_f1,1365,0.9847937644197993,0.008840609759709213,0.938320405551,0.9507851903036,0.969907833544,0.9738340118062,0.979864970683,0.98664860445,0.9914991079,0.9939244040916,0.9947585925528,0.99611969836544,0.998273145623
leaf107,conditional_minimax_wup,mean_wup,1365,0.19667710506593478,0.010885050540242283,0.169002119204,0.173551007816,0.179684065934,0.18317618900740001,0.18861736507,0.196201506827,0.20370004995,0.210275904651,0.21653013653,0.223403957154,0.228443362193
leaf107,conditional_minimax_wup,max_wup,1365,0.2534078457154432,0.020882944273531084,0.2,0.2,0.222222222222,0.222222222222,0.25,0.25,0.25,0.285714285714,0.285714285714,0.285714285714,0.307692307692
leaf107,conditional_minimax_wup,mean_heldout_best_wup,1365,0.22080415717796775,0.014019000843902108,0.188461538462,0.190909090909,0.200961538462,0.20202020202,0.212121212121,0.220454545455,0.230555555556,0.239484126984,0.248412698413,0.255357142857,0.266407203907
leaf107,conditional_minimax_wup,mean_distance,1365,8.458681318681318,0.5789317168934859,7.0,7.182,7.45,7.7,8.05,8.45,8.9,9.2,9.4,9.75,10.05
leaf107,conditional_minimax_wup,min_distance,1365,5.948717948717949,0.6579149596584779,5.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0
leaf107,conditional_minimax_wup,mean_heldout_nearest_distance,1365,7.271794871794872,0.5849180348148688,6.0,6.0,6.25,6.5,6.75,7.25,7.75,8.0,8.25,8.5,8.75
leaf107,conditional_minimax_wup,ancestor_descendant_pairs,1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,conditional_minimax_wup,train_branch_count,1365,6.152380952380953,1.6174236333155259,3.0,3.0,4.0,4.0,5.0,6.0,7.0,9.0,9.0,10.0,10.0
leaf107,conditional_minimax_wup,heldout_branch_count,1365,3.78021978021978,0.4399962793647128,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
leaf107,conditional_minimax_wup,training_node_total,1365,39205.37362637363,1742.7685518747544,35553.0,36414.0,36920.0,37012.0,38057.0,39039.0,40407.0,41774.0,42436.0,43313.51999999997,44678.0
leaf107,conditional_minimax_wup,training_edge_total,1365,519482.6424908425,31052.64556493973,456168.0,469311.0,481288.0,481432.0,497409.0,516287.0,538790.0,568467.0,577585.0,592723.3199999997,616914.0
leaf107,conditional_minimax_wup,heldout_node_total,1365,11277.866666666667,545.1971311626254,9950.0,10146.92,10399.0,10578.6,10881.0,11261.0,11653.0,11997.800000000001,12209.599999999999,12535.08,12944.0
leaf107,conditional_minimax_wup,heldout_edge_total,1365,173091.2,10215.93447891182,147629.0,151167.72,156291.6,159838.8,165714.0,172946.0,180114.0,186632.2,190214.2,196570.6,204188.0
leaf107,conditional_minimax_wup,training_internal_layers,1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,conditional_minimax_wup,heldout_internal_layers,1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,conditional_minimax_wup,row_overlap,1365,0.9634704538053613,0.020036501709576285,0.866357975411,0.91100900597068,0.9285412427558,0.9366873062994,0.94865255462,0.970379483297,0.97958806687,0.9838951165922,0.9860552515884,0.9889636806514,0.993024169778
leaf107,conditional_minimax_wup,unique_overlap,1365,0.9160068123784761,0.03822955726628598,0.780283167278,0.82798361351516,0.845676107613,0.8665217235696,0.883337762424,0.927635172037,0.947653919175,0.9584421401509999,0.9629757606768,0.97188752965936,0.978589420655
leaf107,conditional_minimax_wup,positive_coverage,1365,0.9718181995955825,0.015988725579620083,0.883807516371,0.93065681064116,0.9432034212629999,0.9503439530594,0.96184392597,0.976693389602,0.983818391001,0.9882090604074,0.989866246769,0.9922731371099199,0.995147702248
leaf107,conditional_minimax_wup,lookup_micro_f1,1365,0.9856403068295011,0.008319374506503706,0.938320405551,0.9640830347440801,0.9707716762322,0.9745398513614,0.980550912575,0.988209294107,0.99184320043,0.994069567518,0.9949073193928,0.9961215845596,0.99756795061
leaf107,ancestor_blocked_mean_wup,mean_wup,1365,0.1954891549531062,0.009545809793291272,0.169002119204,0.173551007816,0.179684065934,0.183144633145,0.18861736507,0.19517291736,0.202301448551,0.207894397269,0.2114419191916,0.216036186036,0.219909118659
leaf107,ancestor_blocked_mean_wup,max_wup,1365,0.2949559313294366,0.062312993195000214,0.2,0.2,0.222222222222,0.222222222222,0.25,0.25,0.333333333333,0.4,0.4,0.4,0.4
leaf107,ancestor_blocked_mean_wup,mean_heldout_best_wup,1365,0.2376082535698249,0.030595815567414694,0.188461538462,0.190909090909,0.200961538462,0.20202020202,0.2125,0.227884615385,0.258333333333,0.280332167832,0.29216255966239985,0.311111111111,0.344318181818
leaf107,ancestor_blocked_mean_wup,mean_distance,1365,8.632271062271062,0.45631843053846805,7.55,7.7,7.925,8.025,8.3,8.6,8.95,9.25,9.45,9.75,10.05
leaf107,ancestor_blocked_mean_wup,min_distance,1365,6.089377289377289,0.5788906183533931,5.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0
leaf107,ancestor_blocked_mean_wup,mean_heldout_nearest_distance,1365,7.404578754578755,0.5167707101320216,6.25,6.25,6.75,6.75,7.0,7.5,7.75,8.0,8.25,8.5,8.75
leaf107,ancestor_blocked_mean_wup,ancestor_descendant_pairs,1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,ancestor_blocked_mean_wup,train_branch_count,1365,6.126739926739927,1.5504880493283284,3.0,3.0,4.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0
leaf107,ancestor_blocked_mean_wup,heldout_branch_count,1365,3.78021978021978,0.4399962793647128,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
leaf107,ancestor_blocked_mean_wup,training_node_total,1365,39038.304761904765,1622.4997682468797,35553.0,36414.0,36924.0,37012.0,37897.0,38923.0,40116.0,41561.8,41958.0,42947.759999999995,43669.0
leaf107,ancestor_blocked_mean_wup,training_edge_total,1365,516119.4945054945,28916.18813155595,454633.0,469311.0,476706.0,481288.0,494048.0,513660.0,533968.0,560448.0,569995.0,587978.8799999999,599332.0
leaf107,ancestor_blocked_mean_wup,heldout_node_total,1365,11277.866666666667,545.1971311626254,9950.0,10146.92,10399.0,10578.6,10881.0,11261.0,11653.0,11997.800000000001,12209.599999999999,12535.08,12944.0
leaf107,ancestor_blocked_mean_wup,heldout_edge_total,1365,173091.2,10215.93447891182,147629.0,151167.72,156291.6,159838.8,165714.0,172946.0,180114.0,186632.2,190214.2,196570.6,204188.0
leaf107,ancestor_blocked_mean_wup,training_internal_layers,1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,ancestor_blocked_mean_wup,heldout_internal_layers,1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,ancestor_blocked_mean_wup,row_overlap,1365,0.9617351084440117,0.02073834273377698,0.866357975411,0.8912712576853999,0.927226697353,0.935976322831,0.947531661928,0.966288951841,0.978826796251,0.983567187199,0.9857657836378,0.9895185164419599,0.995578699155
leaf107,ancestor_blocked_mean_wup,unique_overlap,1365,0.9124538886245743,0.03889024971632551,0.780283167278,0.79580593704708,0.8449353625574,0.8644142246994,0.882225237449,0.91733409611,0.946402563356,0.9577189518364,0.9620094462355999,0.97219277906552,0.986146095718
leaf107,ancestor_blocked_mean_wup,positive_coverage,1365,0.970190465565885,0.016941665794472267,0.883807516371,0.90618787643224,0.9415738380876001,0.9490024255734,0.960524776156,0.973649031108,0.983141527852,0.9879221880912,0.9895718451772,0.99226939422856,0.996552245016
leaf107,ancestor_blocked_mean_wup,lookup_micro_f1,1365,0.9847937644197993,0.008840609759709213,0.938320405551,0.9507851903036,0.969907833544,0.9738340118062,0.979864970683,0.98664860445,0.9914991079,0.9939244040916,0.9947585925528,0.99611969836544,0.998273145623
leaf107,branch_distinct_mean_wup,mean_wup,1080,0.19849678296542964,0.010638665441766585,0.169821300024,0.17752114135827,0.182702297702,0.184571158009,0.190660589411,0.198086774337,0.20535207847675,0.2123875222004,0.21794985569979997,0.224041305916,0.228443362193
leaf107,branch_distinct_mean_wup,max_wup,1080,0.2540681951792074,0.021313899588093065,0.2,0.2,0.222222222222,0.222222222222,0.25,0.25,0.25,0.285714285714,0.285714285714,0.285714285714,0.333333333333
leaf107,branch_distinct_mean_wup,mean_heldout_best_wup,1080,0.22293715286791205,0.013813711091927344,0.188461538462,0.195454545455,0.2019672688421,0.202777777778,0.2125,0.220454545455,0.23253968254,0.239484126984,0.248412698413,0.255357142857,0.272817460317
leaf107,branch_distinct_mean_wup,mean_distance,1080,8.354398148148148,0.5485397320377078,7.0,7.15,7.4,7.6,7.95,8.4,8.75,9.0,9.3,9.5,10.0
leaf107,branch_distinct_mean_wup,min_distance,1080,5.926851851851852,0.6608482320599574,4.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0
leaf107,branch_distinct_mean_wup,mean_heldout_nearest_distance,1080,7.168055555555555,0.5630933008771639,5.5,6.0,6.25,6.5,6.75,7.25,7.5,8.0,8.0,8.25,8.75
leaf107,branch_distinct_mean_wup,ancestor_descendant_pairs,1080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,branch_distinct_mean_wup,train_branch_count,1080,6.036111111111111,1.6927013542191143,3.0,3.0,3.0,4.0,5.0,6.0,7.0,9.0,9.0,10.0,10.0
leaf107,branch_distinct_mean_wup,heldout_branch_count,1080,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
leaf107,branch_distinct_mean_wup,training_node_total,1080,39273.20185185185,1744.5646229976455,35553.0,36185.0,36918.2,37012.0,38097.0,39101.0,40407.0,41867.0,42716.0,43576.0,44678.0
leaf107,branch_distinct_mean_wup,training_edge_total,1080,520647.2898148148,31204.127967877426,456168.0,464660.0,478991.0,481432.0,498871.0,516287.0,538790.0,568511.1,582019.0,595907.0,616914.0
leaf107,branch_distinct_mean_wup,heldout_node_total,1080,11348.68611111111,539.225740358797,10013.0,10205.96,10485.85,10653.4,10957.75,11339.5,11717.25,12074.0,12262.05,12571.93,12944.0
leaf107,branch_distinct_mean_wup,heldout_edge_total,1080,174489.16666666666,9941.323918244056,147767.0,152966.62,158345.25,161540.7,167382.0,174307.5,181258.0,187505.6,190950.35,197360.86000000002,204188.0
leaf107,branch_distinct_mean_wup,training_internal_layers,1080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,branch_distinct_mean_wup,heldout_internal_layers,1080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,branch_distinct_mean_wup,row_overlap,1080,0.961802584119651,0.020700294605999276,0.866357975411,0.91006931997972,0.9260894077348001,0.9350747907751,0.94605994364875,0.9684834779210001,0.9789041071572501,0.9836390600178,0.9859857983286501,0.98872590640754,0.993024169778
leaf107,branch_distinct_mean_wup,unique_overlap,1080,0.9122241035307677,0.038867975907285704,0.780283167278,0.82383817480727,0.8441974550276501,0.8620411524533,0.87980598905725,0.9205812923525,0.9459268746275,0.9565267080741,0.9613783213103,0.96896658279601,0.978589420655
leaf107,branch_distinct_mean_wup,positive_coverage,1080,0.970198824900125,0.01656605354564783,0.883807516371,0.92771302469133,0.9415490182153,0.947895812235,0.95964127356675,0.9745227620465,0.983085567413,0.9878114908109,0.9896926217737001,0.99180211099956,0.995147702248
leaf107,branch_distinct_mean_wup,lookup_micro_f1,1080,0.9848015643723683,0.00862687636684582,0.938320405551,0.96250111346815,0.9698946659365,0.9732510396678,0.97940504344525,0.9870970134715,0.99147064914075,0.9938683777202,0.9948196127815,0.99588418494235,0.99756795061
leaf107,branch_distinct_minimax_wup,mean_wup,1080,0.19849678296542964,0.010638665441766585,0.169821300024,0.17752114135827,0.182702297702,0.184571158009,0.190660589411,0.198086774337,0.20535207847675,0.2123875222004,0.21794985569979997,0.224041305916,0.228443362193
leaf107,branch_distinct_minimax_wup,max_wup,1080,0.2540681951792074,0.021313899588093065,0.2,0.2,0.222222222222,0.222222222222,0.25,0.25,0.25,0.285714285714,0.285714285714,0.285714285714,0.333333333333
leaf107,branch_distinct_minimax_wup,mean_heldout_best_wup,1080,0.22293715286791205,0.013813711091927344,0.188461538462,0.195454545455,0.2019672688421,0.202777777778,0.2125,0.220454545455,0.23253968254,0.239484126984,0.248412698413,0.255357142857,0.272817460317
leaf107,branch_distinct_minimax_wup,mean_distance,1080,8.354398148148148,0.5485397320377078,7.0,7.15,7.4,7.6,7.95,8.4,8.75,9.0,9.3,9.5,10.0
leaf107,branch_distinct_minimax_wup,min_distance,1080,5.926851851851852,0.6608482320599574,4.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0
leaf107,branch_distinct_minimax_wup,mean_heldout_nearest_distance,1080,7.168055555555555,0.5630933008771639,5.5,6.0,6.25,6.5,6.75,7.25,7.5,8.0,8.0,8.25,8.75
leaf107,branch_distinct_minimax_wup,ancestor_descendant_pairs,1080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,branch_distinct_minimax_wup,train_branch_count,1080,6.036111111111111,1.6927013542191143,3.0,3.0,3.0,4.0,5.0,6.0,7.0,9.0,9.0,10.0,10.0
leaf107,branch_distinct_minimax_wup,heldout_branch_count,1080,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
leaf107,branch_distinct_minimax_wup,training_node_total,1080,39273.20185185185,1744.5646229976455,35553.0,36185.0,36918.2,37012.0,38097.0,39101.0,40407.0,41867.0,42716.0,43576.0,44678.0
leaf107,branch_distinct_minimax_wup,training_edge_total,1080,520647.2898148148,31204.127967877426,456168.0,464660.0,478991.0,481432.0,498871.0,516287.0,538790.0,568511.1,582019.0,595907.0,616914.0
leaf107,branch_distinct_minimax_wup,heldout_node_total,1080,11348.68611111111,539.225740358797,10013.0,10205.96,10485.85,10653.4,10957.75,11339.5,11717.25,12074.0,12262.05,12571.93,12944.0
leaf107,branch_distinct_minimax_wup,heldout_edge_total,1080,174489.16666666666,9941.323918244056,147767.0,152966.62,158345.25,161540.7,167382.0,174307.5,181258.0,187505.6,190950.35,197360.86000000002,204188.0
leaf107,branch_distinct_minimax_wup,training_internal_layers,1080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,branch_distinct_minimax_wup,heldout_internal_layers,1080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,branch_distinct_minimax_wup,row_overlap,1080,0.961802584119651,0.020700294605999276,0.866357975411,0.91006931997972,0.9260894077348001,0.9350747907751,0.94605994364875,0.9684834779210001,0.9789041071572501,0.9836390600178,0.9859857983286501,0.98872590640754,0.993024169778
leaf107,branch_distinct_minimax_wup,unique_overlap,1080,0.9122241035307677,0.038867975907285704,0.780283167278,0.82383817480727,0.8441974550276501,0.8620411524533,0.87980598905725,0.9205812923525,0.9459268746275,0.9565267080741,0.9613783213103,0.96896658279601,0.978589420655
leaf107,branch_distinct_minimax_wup,positive_coverage,1080,0.970198824900125,0.01656605354564783,0.883807516371,0.92771302469133,0.9415490182153,0.947895812235,0.95964127356675,0.9745227620465,0.983085567413,0.9878114908109,0.9896926217737001,0.99180211099956,0.995147702248
leaf107,branch_distinct_minimax_wup,lookup_micro_f1,1080,0.9848015643723683,0.00862687636684582,0.938320405551,0.96250111346815,0.9698946659365,0.9732510396678,0.97940504344525,0.9870970134715,0.99147064914075,0.9938683777202,0.9948196127815,0.99588418494235,0.99756795061
leaf107,branch_distinct_coverall_mean_wup,mean_wup,1080,0.22067175774630185,0.010588118100542235,0.189014814842,0.195566586192,0.20371648123085,0.206841595904,0.2131782009865,0.2207583092965,0.228577394827,0.234251096126,0.23742482170569998,0.24265809398944005,0.247624736375
leaf107,branch_distinct_coverall_mean_wup,max_wup,1080,0.3294642857139658,0.016808254887547232,0.25,0.25,0.285714285714,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333
leaf107,branch_distinct_coverall_mean_wup,mean_heldout_best_wup,1080,0.28194795173961945,0.020948554679654084,0.22601010101,0.22601010101,0.246843434343,0.253787878788,0.267676767677,0.284722222222,0.293650793651,0.3125,0.3125,0.333333333333,0.333333333333
leaf107,branch_distinct_coverall_mean_wup,mean_distance,1080,7.578888888888888,0.47115958020128,6.5,6.6395,6.8,7.0,7.2,7.574999999999999,7.9,8.2,8.402499999999998,8.65,9.05
leaf107,branch_distinct_coverall_mean_wup,min_distance,1080,4.090740740740741,0.39822056402923517,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0
leaf107,branch_distinct_coverall_mean_wup,mean_heldout_nearest_distance,1080,5.331944444444445,0.5970447119048898,4.0,4.0,4.5,4.5,5.0,5.25,5.75,6.25,6.5,7.0,7.0
leaf107,branch_distinct_coverall_mean_wup,ancestor_descendant_pairs,1080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,branch_distinct_coverall_mean_wup,train_branch_count,1080,14.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
leaf107,branch_distinct_coverall_mean_wup,heldout_branch_count,1080,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
leaf107,branch_distinct_coverall_mean_wup,training_node_total,1080,37736.98333333333,1783.2516960315625,33521.0,34252.0,34734.7,35421.0,36324.75,37713.0,39135.0,40189.6,40546.299999999996,41105.0,41117.0
leaf107,branch_distinct_coverall_mean_wup,training_edge_total,1080,491296.90555555554,34413.63789149767,410838.0,425440.0,432384.6,445901.0,464250.0,491542.0,518568.0,537052.5,546601.1,556361.0,556755.0
leaf107,branch_distinct_coverall_mean_wup,heldout_node_total,1080,11348.68611111111,539.225740358797,10013.0,10205.96,10485.85,10653.4,10957.75,11339.5,11717.25,12074.0,12262.05,12571.93,12944.0
leaf107,branch_distinct_coverall_mean_wup,heldout_edge_total,1080,174489.16666666666,9941.323918244056,147767.0,152966.62,158345.25,161540.7,167382.0,174307.5,181258.0,187505.6,190950.35,197360.86000000002,204188.0
leaf107,branch_distinct_coverall_mean_wup,training_internal_layers,1080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,branch_distinct_coverall_mean_wup,heldout_internal_layers,1080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,branch_distinct_coverall_mean_wup,row_overlap,1080,0.9558003474233241,0.02620952020348582,0.872166394017,0.8850417706415801,0.9029982317676,0.9137061390302,0.94542188150675,0.9638522882164999,0.9745813998464999,0.9825360124558,0.9857503361138,0.99009706806916,0.992827667518
leaf107,branch_distinct_coverall_mean_wup,unique_overlap,1080,0.9014510156075843,0.04408548187118924,0.770308123249,0.80029250247251,0.81765915639595,0.8337407980367,0.868426415411,0.9093412783754999,0.935088326659,0.9524549734644,0.96091973247025,0.97173229780833,0.978274559194
