universe,null,block,start,end,metric,mean
leaf107,matched_stratified,15,750000,800000,row_overlap,0.9757006570410729
leaf107,matched_stratified,15,750000,800000,f1,0.9902010541331768
leaf107,matched_stratified,15,750000,800000,role_min_f1,0.9878306894922256
leaf107,matched_stratified,15,750000,800000,train_nodes,41751.44708
leaf107,matched_stratified,15,750000,800000,train_edges,567210.8793
leaf107,matched_stratified,16,800000,850000,mean_wup,0.23372423881053925
leaf107,matched_stratified,16,800000,850000,row_overlap,0.975617561365366
leaf107,matched_stratified,16,800000,850000,f1,0.9901659487760067
leaf107,matched_stratified,16,800000,850000,role_min_f1,0.9878002306437492
leaf107,matched_stratified,16,800000,850000,train_nodes,41746.74586
leaf107,matched_stratified,16,800000,850000,train_edges,567100.7647
leaf107,matched_stratified,17,850000,900000,mean_wup,0.2337138097000122
leaf107,matched_stratified,17,850000,900000,row_overlap,0.9756493723368644
leaf107,matched_stratified,17,850000,900000,f1,0.9901818074393273
leaf107,matched_stratified,17,850000,900000,role_min_f1,0.9878119513368606
leaf107,matched_stratified,17,850000,900000,train_nodes,41751.00422
leaf107,matched_stratified,17,850000,900000,train_edges,567172.0269
leaf107,matched_stratified,18,900000,950000,mean_wup,0.23375251883208753
leaf107,matched_stratified,18,900000,950000,row_overlap,0.975604885263443
leaf107,matched_stratified,18,900000,950000,f1,0.9901681185495853
leaf107,matched_stratified,18,900000,950000,role_min_f1,0.9878094651663304
leaf107,matched_stratified,18,900000,950000,train_nodes,41745.59516
leaf107,matched_stratified,18,900000,950000,train_edges,567072.61132
leaf107,matched_stratified,19,950000,1000000,mean_wup,0.2336583865186572
leaf107,matched_stratified,19,950000,1000000,row_overlap,0.975629637658596
leaf107,matched_stratified,19,950000,1000000,f1,0.9901763889169694
leaf107,matched_stratified,19,950000,1000000,role_min_f1,0.9878158861243724
leaf107,matched_stratified,19,950000,1000000,train_nodes,41750.37576
leaf107,matched_stratified,19,950000,1000000,train_edges,567157.1282
