source_type,version,label_column,observed_positive_genes,best_name,best_go_id,best_collection,best_subcollection,best_source_member,best_candidate_positive_genes,mismatch_genes,agreement,true_positives,false_positives,false_negatives,f1,jaccard,tie_count,tied_names,best_go_in_greene_table6,best_go_in_greene_table9
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,48,948,GO:0002576,GO:0002576,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,43,933,0.7813964386129335,29,14,919,0.05852674066599395,0.030145530145530147,1,GO:0002576,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,49,882,GO:0007167,GO:0007167,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,126,860,0.7985004686035614,74,52,808,0.14682539682539683,0.07922912205567452,1,GO:0007167,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,50,1378,GO:0045637,GO:0045637,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,119,1325,0.6895501405810684,86,33,1292,0.11489645958583834,0.06094968107725018,1,GO:0045637,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,51,1164,GO:0007166,GO:0007166,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,314,1084,0.7460168697282099,197,117,967,0.2665764546684709,0.15378610460577674,1,GO:0007166,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,52,1731,GO:0007166,GO:0007166,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,314,1591,0.6272258669165885,227,87,1504,0.22200488997555012,0.12486248624862487,1,GO:0007166,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,53,1635,GO:0007166,GO:0007166,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,314,1543,0.6384723523898781,203,111,1432,0.20831195484864032,0.11626575028636885,1,GO:0007166,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,54,957,GO:0007166,GO:0007166,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,314,915,0.785613870665417,178,136,779,0.2800944138473643,0.16285452881976212,1,GO:0007166,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,55,1017,GO:0045639,GO:0045639,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,54,989,0.7682755388940956,41,13,976,0.0765639589169001,0.039805825242718446,1,GO:0045639,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,56,698,GO:0045765,GO:0045765,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,133,621,0.8544985941893158,105,28,593,0.2527075812274368,0.1446280991735537,1,GO:0045765,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,57,624,GO:0007178,GO:0007178,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,40,610,0.8570759137769447,27,13,597,0.08132530120481928,0.0423861852433281,2,GO:0007178|GO:0060393,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,58,604,GO:0071827,GO:0071827,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,19,591,0.8615276476101219,16,3,588,0.051364365971107544,0.026359143327841845,1,GO:0071827,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,59,892,GO:0051147,GO:0051147,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,55,869,0.7963917525773196,39,16,853,0.08236536430834214,0.042951541850220265,1,GO:0051147,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,60,1829,GO:0007166,GO:0007166,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,314,1667,0.60941893158388,238,76,1591,0.2221185254316379,0.12493438320209974,1,GO:0007166,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,61,668,GO:0071827,GO:0071827,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,19,659,0.8455951265229615,14,5,654,0.040756914119359534,0.020802377414561663,1,GO:0071827,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,62,796,GO:0002685,GO:0002685,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,76,764,0.8209934395501406,54,22,742,0.12385321100917432,0.06601466992665037,1,GO:0002685,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,63,742,GO:0050806,GO:0050806,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,16,738,0.8270852858481724,10,6,732,0.026385224274406333,0.013368983957219251,1,GO:0050806,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,64,762,GO:0043536,GO:0043536,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,17,755,0.8231021555763824,12,5,750,0.03080872913992298,0.01564537157757497,1,GO:0043536,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,65,536,GO:0071827,GO:0071827,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,19,527,0.8765229615745079,14,5,522,0.05045045045045045,0.025878003696857672,1,GO:0071827,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,66,2043,GO:0045321,GO:0045321,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,208,1963,0.5400656044985942,144,64,1899,0.1279431363838294,0.068343616516374,1,GO:0045321,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,67,1291,GO:0055117,GO:0055117,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,31,1280,0.7000937207122775,21,10,1270,0.03177004538577912,0.01614142966948501,1,GO:0055117,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,68,1737,GO:0045652,GO:0045652,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,18,1725,0.5958294283036552,15,3,1722,0.017094017094017096,0.008620689655172414,1,GO:0045652,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,69,1080,GO:0050852,GO:0050852,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,70,1068,0.7497656982193064,41,29,1039,0.07130434782608695,0.0369702434625789,3,GO:0050852|GO:0045652|GO:0045653,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,70,948,GO:0002576,GO:0002576,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,43,933,0.7813964386129335,29,14,919,0.05852674066599395,0.030145530145530147,1,GO:0002576,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,71,597,GO:0045653,GO:0045653,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,14,587,0.8624648547328959,12,2,585,0.03927986906710311,0.02003338898163606,1,GO:0045653,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,72,653,GO:0001892,GO:0001892,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,15,640,0.8500468603561387,14,1,639,0.041916167664670656,0.021406727828746176,2,GO:0001892|GO:0051147,True,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,73,1159,GO:0045637,GO:0045637,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,119,1130,0.7352389878163075,74,45,1085,0.11580594679186229,0.061461794019933555,2,GO:0045637|GO:0051147,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,74,773,GO:0045639,GO:0045639,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,54,757,0.8226335520149953,35,19,738,0.08464328899637243,0.04419191919191919,1,GO:0045639,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,75,808,GO:0071827,GO:0071827,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,19,797,0.813261480787254,15,4,793,0.036275695284159616,0.01847290640394089,1,GO:0071827,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,76,1225,GO:0048812,GO:0048812,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,47,1206,0.7174320524835989,33,14,1192,0.05188679245283019,0.026634382566585957,1,GO:0048812,True,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,77,547,GO:0002312,GO:0002312,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,22,539,0.8737113402061856,15,7,532,0.05272407732864675,0.02707581227436823,1,GO:0002312,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,78,1054,GO:0045639,GO:0045639,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,54,1026,0.7596063730084348,41,13,1013,0.0740072202166065,0.038425492033739454,1,GO:0045639,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,79,900,GO:0051147,GO:0051147,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,55,877,0.7945173383317713,39,16,861,0.08167539267015707,0.0425764192139738,1,GO:0051147,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,80,758,GO:0050806,GO:0050806,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,16,754,0.823336457357076,10,6,748,0.025839793281653745,0.013089005235602094,1,GO:0050806,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,81,2035,GO:0050767,GO:0050767,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,326,1963,0.5400656044985942,199,127,1836,0.16857263871241,0.09204440333024977,2,GO:0050767|GO:0051960,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,82,1103,GO:0045637,GO:0045637,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,119,1074,0.7483598875351453,74,45,1029,0.12111292962356793,0.06445993031358885,2,GO:0045637|GO:0051147,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,83,785,GO:0007166,GO:0007166,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,314,719,0.8315370196813496,190,124,595,0.34576888080072793,0.20902090209020902,1,GO:0007166,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,84,582,GO:0050806,GO:0050806,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,16,582,0.8636363636363636,8,8,574,0.026755852842809364,0.013559322033898305,1,GO:0050806,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,85,2406,GO:0051960,GO:0051960,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,350,2282,0.46532333645735713,237,113,2169,0.17198838896952104,0.09408495434696308,1,GO:0051960,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,86,339,GO:0045653,GO:0045653,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,14,327,0.9233833177132146,13,1,326,0.07365439093484419,0.03823529411764706,1,GO:0045653,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,87,1132,GO:0045639,GO:0045639,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,54,1100,0.7422680412371134,43,11,1089,0.07251264755480608,0.03762029746281715,1,GO:0045639,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,88,1108,GO:0045637,GO:0045637,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,119,1077,0.7476569821930646,75,44,1033,0.12224938875305623,0.06510416666666667,1,GO:0045637,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,89,766,GO:0035051,GO:0035051,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,27,753,0.8235707591377694,20,7,746,0.05044136191677175,0.0258732212160414,1,GO:0035051,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,90,702,GO:0002688,GO:0002688,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,48,672,0.8425492033739457,39,9,663,0.104,0.05485232067510549,1,GO:0002688,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,91,913,GO:0007178,GO:0007178,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,40,903,0.7884254920337395,25,15,888,0.05246589716684155,0.02693965517241379,1,GO:0007178,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,92,1174,GO:0002312,GO:0002312,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,22,1164,0.7272727272727273,16,6,1158,0.026755852842809364,0.013559322033898305,1,GO:0002312,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,93,725,GO:0001892,GO:0001892,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,15,710,0.8336457357075914,15,0,710,0.04054054054054054,0.020689655172413793,1,GO:0001892,True,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,94,864,GO:0030099,GO:0030099,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,102,816,0.8088097469540768,75,27,789,0.15527950310559005,0.08417508417508418,1,GO:0030099,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,95,1149,GO:0002220,GO:0002220,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,56,1141,0.7326616682286786,32,24,1117,0.053112033195020746,0.027280477408354646,2,GO:0002220|GO:0002223,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,96,658,GO:0002312,GO:0002312,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,22,652,0.8472352389878163,14,8,644,0.041176470588235294,0.021021021021021023,1,GO:0002312,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,97,1577,GO:0051147,GO:0051147,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,55,1560,0.6344892221180881,36,19,1541,0.04411764705882353,0.022556390977443608,1,GO:0051147,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,98,1741,GO:0007166,GO:0007166,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,314,1639,0.615979381443299,208,106,1533,0.2024330900243309,0.11261505143475907,1,GO:0007166,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,99,1042,GO:0002576,GO:0002576,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,43,1025,0.7598406747891284,30,13,1012,0.055299539170506916,0.02843601895734597,1,GO:0002576,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,100,1893,GO:0045637,GO:0045637,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,119,1860,0.5641986879100281,76,43,1817,0.07554671968190854,0.03925619834710744,1,GO:0045637,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,101,977,GO:0007166,GO:0007166,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,314,935,0.7809278350515464,178,136,799,0.27575522850503487,0.15992812219227315,1,GO:0007166,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,102,726,GO:0003091,GO:0003091,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,16,720,0.831302717900656,11,5,715,0.029649595687331536,0.015047879616963064,1,GO:0003091,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,103,1207,GO:0045637,GO:0045637,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,119,1168,0.7263355201499531,79,40,1128,0.1191553544494721,0.06335204490777867,1,GO:0045637,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,104,774,GO:0045639,GO:0045639,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,54,758,0.8223992502343018,35,19,739,0.08454106280193237,0.044136191677175286,1,GO:0045639,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,105,1170,GO:0050670,GO:0050670,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,86,1140,0.732895970009372,58,28,1112,0.09235668789808917,0.048414023372287146,1,GO:0050670,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,106,1153,GO:0055008,GO:0055008,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,43,1134,0.7343017806935332,31,12,1122,0.051839464882943144,0.026609442060085836,1,GO:0055008,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,107,695,GO:0055013,GO:0055013,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,16,695,0.8371602624179943,8,8,687,0.02250351617440225,0.011379800853485065,1,GO:0055013,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,108,1697,GO:0045652,GO:0045652,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,18,1685,0.6052014995313965,15,3,1682,0.01749271137026239,0.008823529411764706,1,GO:0045652,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,109,1389,GO:0021762,GO:0021762,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,17,1380,0.6766635426429242,13,4,1376,0.01849217638691323,0.00933237616654702,1,GO:0021762,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,110,1149,GO:0045652,GO:0045652,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,18,1137,0.7335988753514526,15,3,1134,0.02570694087403599,0.013020833333333334,1,GO:0045652,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,111,761,GO:0045639,GO:0045639,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,54,745,0.8254451733833177,35,19,726,0.08588957055214724,0.04487179487179487,1,GO:0045639,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,112,1108,GO:0045637,GO:0045637,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,119,1073,0.7485941893158388,77,42,1031,0.12550937245313773,0.06695652173913043,1,GO:0045637,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,113,1155,GO:0045637,GO:0045637,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,119,1116,0.738519212746017,79,40,1076,0.12401883830455258,0.06610878661087866,1,GO:0045637,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,114,777,GO:0035051,GO:0035051,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,27,764,0.8209934395501406,20,7,757,0.04975124378109453,0.025510204081632654,1,GO:0035051,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,115,1663,GO:0007166,GO:0007166,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,314,1577,0.630506091846298,200,114,1463,0.20232675771370764,0.11254924029262803,1,GO:0007166,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,116,3612,GO:0051960,GO:0051960,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,350,3344,0.21649484536082475,309,41,3303,0.15598182735991922,0.08458800985491377,1,GO:0051960,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,117,2929,GO:0007166,GO:0007166,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,314,2787,0.3470009372071228,228,86,2701,0.14061054579093432,0.07562189054726368,1,GO:0007166,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,118,3252,GO:0007166,GO:0007166,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,314,3034,0.2891283973758201,266,48,2986,0.14918676388109928,0.08060606060606061,1,GO:0007166,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,119,2101,GO:0050767,GO:0050767,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,326,2061,0.517104029990628,183,143,1918,0.1508034610630408,0.08155080213903744,1,GO:0050767,False,True
OhmNet union by GO term across all supplied tissues,OhmNet supplied archive,120,959,GO:0051147,GO:0051147,union_all_ohmnet_tissues,,bio-tissue-labels.tar.gz,55,932,0.781630740393627,41,14,918,0.08086785009861933,0.0421377183967112,1,GO:0051147,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,0,2647,GO:0045765,GO:0045765,union_selected_24_tissues,,bio-tissue-labels.tar.gz,125,2542,0.40440487347703846,115,10,2532,0.08297258297258298,0.04328189687617614,1,GO:0045765,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,1,943,GO:0002576,GO:0002576,union_selected_24_tissues,,bio-tissue-labels.tar.gz,43,928,0.7825679475164011,29,14,914,0.058823529411764705,0.030303030303030304,1,GO:0002576,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,2,820,GO:0071827,GO:0071827,union_selected_24_tissues,,bio-tissue-labels.tar.gz,19,811,0.8099812558575445,14,5,806,0.033373063170441,0.01696969696969697,1,GO:0071827,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,3,935,GO:0035051,GO:0035051,union_selected_24_tissues,,bio-tissue-labels.tar.gz,27,928,0.7825679475164011,17,10,918,0.035343035343035345,0.01798941798941799,1,GO:0035051,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,4,542,GO:0034369,GO:0034369,union_selected_24_tissues,,bio-tissue-labels.tar.gz,16,544,0.872539831302718,7,9,535,0.025089605734767026,0.012704174228675136,1,GO:0034369,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,5,749,GO:0035051,GO:0035051,union_selected_24_tissues,,bio-tissue-labels.tar.gz,27,744,0.8256794751640113,16,11,733,0.041237113402061855,0.021052631578947368,1,GO:0035051,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,6,961,GO:0035051,GO:0035051,union_selected_24_tissues,,bio-tissue-labels.tar.gz,27,954,0.7764761012183693,17,10,944,0.03441295546558704,0.017507723995880537,1,GO:0035051,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,7,1307,GO:0043536,GO:0043536,union_selected_24_tissues,,bio-tissue-labels.tar.gz,17,1298,0.6958762886597938,13,4,1294,0.019637462235649546,0.009916094584286803,1,GO:0043536,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,8,556,GO:0055013,GO:0055013,union_selected_24_tissues,,bio-tissue-labels.tar.gz,16,556,0.8697282099343955,8,8,548,0.027972027972027972,0.014184397163120567,1,GO:0055013,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,9,1284,GO:0030194,GO:0030194,union_selected_24_tissues,,bio-tissue-labels.tar.gz,18,1280,0.7000937207122775,11,7,1273,0.016897081413210446,0.008520526723470178,3,GO:0030194|GO:0003007|GO:0055023,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,10,757,GO:0043536,GO:0043536,union_selected_24_tissues,,bio-tissue-labels.tar.gz,17,758,0.8223992502343018,8,9,749,0.020671834625323,0.010443864229765013,3,GO:0043536|GO:0003179|GO:0060043,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,11,890,GO:0043535,GO:0043535,union_selected_24_tissues,,bio-tissue-labels.tar.gz,28,874,0.7952202436738519,22,6,868,0.04793028322440087,0.024553571428571428,2,GO:0043535|GO:0030279,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,12,2905,GO:0045765,GO:0045765,union_selected_24_tissues,,bio-tissue-labels.tar.gz,125,2828,0.33739456419868796,101,24,2804,0.06666666666666667,0.034482758620689655,1,GO:0045765,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,13,845,GO:0045765,GO:0045765,union_selected_24_tissues,,bio-tissue-labels.tar.gz,125,772,0.8191190253045924,99,26,746,0.20412371134020618,0.11366245694603903,1,GO:0045765,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,14,748,GO:0045639,GO:0045639,union_selected_24_tissues,,bio-tissue-labels.tar.gz,54,734,0.8280224929709465,34,20,714,0.08478802992518704,0.044270833333333336,1,GO:0045639,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,15,1450,GO:0045637,GO:0045637,union_selected_24_tissues,,bio-tissue-labels.tar.gz,119,1391,0.6740862230552952,89,30,1361,0.11344805608667942,0.06013513513513514,1,GO:0045637,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,16,395,GO:0001569,GO:0001569,union_selected_24_tissues,,bio-tissue-labels.tar.gz,15,406,0.9048734770384255,2,13,393,0.00975609756097561,0.004901960784313725,1,GO:0001569,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,17,610,GO:0071827,GO:0071827,union_selected_24_tissues,,bio-tissue-labels.tar.gz,19,601,0.8591846298031864,14,5,596,0.04451510333863275,0.022764227642276424,1,GO:0071827,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,18,1117,GO:0002576,GO:0002576,union_selected_24_tissues,,bio-tissue-labels.tar.gz,43,1088,0.7450796626054358,36,7,1081,0.06206896551724138,0.03202846975088968,1,GO:0002576,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,19,1657,GO:0030193,GO:0030193,union_selected_24_tissues,,bio-tissue-labels.tar.gz,51,1646,0.6143392689784442,31,20,1626,0.03629976580796253,0.018485390578413835,3,GO:0030193|GO:0045766|GO:0071827,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,20,692,GO:0072215,GO:0072215,union_selected_24_tissues,,bio-tissue-labels.tar.gz,18,698,0.8364573570759137,6,12,686,0.016901408450704224,0.008522727272727272,1,GO:0072215,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,21,2534,GO:0045637,GO:0045637,union_selected_24_tissues,,bio-tissue-labels.tar.gz,119,2433,0.42994376757263353,110,9,2424,0.08292499057670562,0.04325599685410932,1,GO:0045637,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,22,893,GO:0045639,GO:0045639,union_selected_24_tissues,,bio-tissue-labels.tar.gz,54,871,0.7959231490159325,38,16,855,0.08025343189017951,0.041804180418041806,1,GO:0045639,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,23,1227,GO:0071827,GO:0071827,union_selected_24_tissues,,bio-tissue-labels.tar.gz,19,1214,0.7155576382380506,16,3,1211,0.025682182985553772,0.013008130081300813,1,GO:0071827,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,24,597,GO:0055013,GO:0055013,union_selected_24_tissues,,bio-tissue-labels.tar.gz,16,601,0.8591846298031864,6,10,591,0.01957585644371941,0.009884678747940691,1,GO:0055013,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,25,2437,GO:0045637,GO:0045637,union_selected_24_tissues,,bio-tissue-labels.tar.gz,119,2392,0.43955014058106845,82,37,2355,0.06416275430359937,0.033144704931285365,1,GO:0045637,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,26,2603,GO:0045637,GO:0045637,union_selected_24_tissues,,bio-tissue-labels.tar.gz,119,2556,0.401124648547329,83,36,2520,0.06098457016899339,0.03145130731337628,1,GO:0045637,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,27,1208,GO:0045637,GO:0045637,union_selected_24_tissues,,bio-tissue-labels.tar.gz,119,1193,0.7204779756326147,67,52,1141,0.10097965335342879,0.05317460317460317,1,GO:0045637,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,28,2816,GO:0030099,GO:0030099,union_selected_24_tissues,,bio-tissue-labels.tar.gz,102,2742,0.3575445173383318,88,14,2728,0.06031528444139822,0.03109540636042403,1,GO:0030099,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,29,721,GO:0090183,GO:0090183,union_selected_24_tissues,,bio-tissue-labels.tar.gz,31,708,0.8341143392689785,22,9,699,0.05851063829787234,0.030136986301369864,1,GO:0090183,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,30,2793,GO:0045765,GO:0045765,union_selected_24_tissues,,bio-tissue-labels.tar.gz,125,2684,0.3711340206185567,117,8,2676,0.08019191226867718,0.0417707961442342,1,GO:0045765,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,31,613,GO:0071827,GO:0071827,union_selected_24_tissues,,bio-tissue-labels.tar.gz,19,604,0.8584817244611059,14,5,599,0.04430379746835443,0.022653721682847898,1,GO:0071827,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,32,3696,GO:0045765,GO:0045765,union_selected_24_tissues,,bio-tissue-labels.tar.gz,125,3581,0.1609653233364574,120,5,3576,0.06281078251766553,0.03242366927857336,1,GO:0045765,False,True
