source_type,version,label_column,observed_positive_genes,best_name,best_go_id,best_collection,best_subcollection,best_source_member,best_candidate_positive_genes,mismatch_genes,agreement,true_positives,false_positives,false_negatives,f1,jaccard,tie_count,tied_names,best_go_in_greene_table6,best_go_in_greene_table9
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,33,657,GO:0043536,GO:0043536,union_selected_24_tissues,,bio-tissue-labels.tar.gz,17,648,0.8481724461105904,13,4,644,0.03857566765578635,0.019667170953101363,1,GO:0043536,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,34,819,GO:0043535,GO:0043535,union_selected_24_tissues,,bio-tissue-labels.tar.gz,28,805,0.8113870665417058,21,7,798,0.049586776859504134,0.025423728813559324,1,GO:0043535,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,35,1253,GO:0061337,GO:0061337,union_selected_24_tissues,,bio-tissue-labels.tar.gz,21,1246,0.7080599812558576,14,7,1239,0.02197802197802198,0.011111111111111112,1,GO:0061337,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,36,746,GO:0072215,GO:0072215,union_selected_24_tissues,,bio-tissue-labels.tar.gz,18,740,0.8266166822867854,12,6,734,0.031413612565445025,0.015957446808510637,1,GO:0072215,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,37,819,GO:0035051,GO:0035051,union_selected_24_tissues,,bio-tissue-labels.tar.gz,27,806,0.8111527647610122,20,7,799,0.04728132387706856,0.024213075060532687,1,GO:0035051,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,38,1626,GO:0045637,GO:0045637,union_selected_24_tissues,,bio-tissue-labels.tar.gz,119,1575,0.6309746954076851,85,34,1541,0.09742120343839542,0.05120481927710843,1,GO:0045637,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,39,742,GO:0043536,GO:0043536,union_selected_24_tissues,,bio-tissue-labels.tar.gz,17,743,0.8259137769447048,8,9,734,0.021080368906455864,0.010652463382157125,3,GO:0043536|GO:0003179|GO:0060043,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,40,599,GO:0061213,GO:0061213,union_selected_24_tissues,,bio-tissue-labels.tar.gz,15,602,0.8589503280224929,6,9,593,0.019543973941368076,0.009868421052631578,1,GO:0061213,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,41,900,GO:0030099,GO:0030099,union_selected_24_tissues,,bio-tissue-labels.tar.gz,102,852,0.8003748828491096,75,27,825,0.1497005988023952,0.08090614886731391,1,GO:0030099,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,42,794,GO:0043535,GO:0043535,union_selected_24_tissues,,bio-tissue-labels.tar.gz,28,782,0.816776007497657,20,8,774,0.04866180048661801,0.02493765586034913,1,GO:0043535,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,43,880,GO:0008016,GO:0008016,union_selected_24_tissues,,bio-tissue-labels.tar.gz,91,843,0.8024835988753515,64,27,816,0.13182286302780638,0.07056229327453142,1,GO:0008016,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,44,550,GO:0061337,GO:0061337,union_selected_24_tissues,,bio-tissue-labels.tar.gz,21,549,0.8713683223992502,11,10,539,0.03852889667250438,0.019642857142857142,1,GO:0061337,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,45,1124,GO:0045637,GO:0045637,union_selected_24_tissues,,bio-tissue-labels.tar.gz,119,1089,0.7448453608247423,77,42,1047,0.12389380530973451,0.0660377358490566,1,GO:0045637,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,46,1486,GO:0071827,GO:0071827,union_selected_24_tissues,,bio-tissue-labels.tar.gz,19,1475,0.6544048734770385,15,4,1471,0.019933554817275746,0.010067114093959731,1,GO:0071827,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,47,1522,GO:0060420,GO:0060420,union_selected_24_tissues,,bio-tissue-labels.tar.gz,33,1513,0.6455014058106842,21,12,1501,0.027009646302250803,0.013689700130378096,1,GO:0060420,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,48,948,GO:0002576,GO:0002576,union_selected_24_tissues,,bio-tissue-labels.tar.gz,43,933,0.7813964386129335,29,14,919,0.05852674066599395,0.030145530145530147,1,GO:0002576,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,49,882,GO:0043535,GO:0043535,union_selected_24_tissues,,bio-tissue-labels.tar.gz,28,868,0.7966260543580131,21,7,861,0.046153846153846156,0.023622047244094488,1,GO:0043535,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,50,1378,GO:0045637,GO:0045637,union_selected_24_tissues,,bio-tissue-labels.tar.gz,119,1325,0.6895501405810684,86,33,1292,0.11489645958583834,0.06094968107725018,1,GO:0045637,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,51,1164,GO:0030193,GO:0030193,union_selected_24_tissues,,bio-tissue-labels.tar.gz,51,1127,0.735941893158388,44,7,1120,0.07242798353909465,0.037574722459436376,1,GO:0030193,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,52,1731,GO:0045765,GO:0045765,union_selected_24_tissues,,bio-tissue-labels.tar.gz,125,1666,0.6096532333645736,95,30,1636,0.10237068965517242,0.05394662123793299,1,GO:0045765,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,53,1635,GO:0030099,GO:0030099,union_selected_24_tissues,,bio-tissue-labels.tar.gz,102,1581,0.6295688847235239,78,24,1557,0.08981001727115717,0.04701627486437613,1,GO:0030099,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,54,957,GO:0048844,GO:0048844,union_selected_24_tissues,,bio-tissue-labels.tar.gz,22,941,0.7795220243673852,19,3,938,0.03881511746680286,0.019791666666666666,3,GO:0048844|GO:0043535|GO:0030279,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,55,1017,GO:0045639,GO:0045639,union_selected_24_tissues,,bio-tissue-labels.tar.gz,54,989,0.7682755388940956,41,13,976,0.0765639589169001,0.039805825242718446,1,GO:0045639,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,56,698,GO:0045765,GO:0045765,union_selected_24_tissues,,bio-tissue-labels.tar.gz,125,625,0.8535613870665417,99,26,599,0.24058323207776428,0.13674033149171272,1,GO:0045765,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,57,624,GO:0043535,GO:0043535,union_selected_24_tissues,,bio-tissue-labels.tar.gz,28,610,0.8570759137769447,21,7,603,0.06441717791411043,0.03328050713153724,1,GO:0043535,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,58,604,GO:0071827,GO:0071827,union_selected_24_tissues,,bio-tissue-labels.tar.gz,19,591,0.8615276476101219,16,3,588,0.051364365971107544,0.026359143327841845,1,GO:0071827,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,59,892,GO:0045639,GO:0045639,union_selected_24_tissues,,bio-tissue-labels.tar.gz,54,870,0.796157450796626,38,16,854,0.080338266384778,0.04185022026431718,1,GO:0045639,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,60,1829,GO:0045765,GO:0045765,union_selected_24_tissues,,bio-tissue-labels.tar.gz,125,1750,0.5899718837863168,102,23,1727,0.10440122824974411,0.0550755939524838,1,GO:0045765,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,61,668,GO:0071827,GO:0071827,union_selected_24_tissues,,bio-tissue-labels.tar.gz,19,659,0.8455951265229615,14,5,654,0.040756914119359534,0.020802377414561663,1,GO:0071827,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,62,796,GO:0043535,GO:0043535,union_selected_24_tissues,,bio-tissue-labels.tar.gz,28,772,0.8191190253045924,26,2,770,0.06310679611650485,0.03258145363408521,1,GO:0043535,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,63,742,GO:0043536,GO:0043536,union_selected_24_tissues,,bio-tissue-labels.tar.gz,17,743,0.8259137769447048,8,9,734,0.021080368906455864,0.010652463382157125,3,GO:0043536|GO:0003179|GO:0060043,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,64,762,GO:0043536,GO:0043536,union_selected_24_tissues,,bio-tissue-labels.tar.gz,17,755,0.8231021555763824,12,5,750,0.03080872913992298,0.01564537157757497,1,GO:0043536,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,65,536,GO:0071827,GO:0071827,union_selected_24_tissues,,bio-tissue-labels.tar.gz,19,527,0.8765229615745079,14,5,522,0.05045045045045045,0.025878003696857672,1,GO:0071827,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,66,2043,GO:0030099,GO:0030099,union_selected_24_tissues,,bio-tissue-labels.tar.gz,102,1985,0.5349109653233365,80,22,1963,0.07459207459207459,0.0387409200968523,1,GO:0030099,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,67,1291,GO:0003091,GO:0003091,union_selected_24_tissues,,bio-tissue-labels.tar.gz,16,1283,0.6993908153701969,12,4,1279,0.018362662586074982,0.009266409266409266,1,GO:0003091,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,68,1737,GO:0001947,GO:0001947,union_selected_24_tissues,,bio-tissue-labels.tar.gz,30,1731,0.5944236176194939,18,12,1719,0.02037351443123939,0.010291595197255575,2,GO:0001947|GO:0055010,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,69,1080,GO:0061337,GO:0061337,union_selected_24_tissues,,bio-tissue-labels.tar.gz,21,1073,0.7485941893158388,14,7,1066,0.025431425976385105,0.012879484820607176,1,GO:0061337,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,70,948,GO:0002576,GO:0002576,union_selected_24_tissues,,bio-tissue-labels.tar.gz,43,933,0.7813964386129335,29,14,919,0.05852674066599395,0.030145530145530147,1,GO:0002576,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,71,597,GO:0055013,GO:0055013,union_selected_24_tissues,,bio-tissue-labels.tar.gz,16,601,0.8591846298031864,6,10,591,0.01957585644371941,0.009884678747940691,1,GO:0055013,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,72,653,GO:0045599,GO:0045599,union_selected_24_tissues,,bio-tissue-labels.tar.gz,19,642,0.8495782567947516,15,4,638,0.044642857142857144,0.0228310502283105,2,GO:0045599|GO:0072073,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,73,1159,GO:0045637,GO:0045637,union_selected_24_tissues,,bio-tissue-labels.tar.gz,119,1130,0.7352389878163075,74,45,1085,0.11580594679186229,0.061461794019933555,1,GO:0045637,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,74,773,GO:0045639,GO:0045639,union_selected_24_tissues,,bio-tissue-labels.tar.gz,54,757,0.8226335520149953,35,19,738,0.08464328899637243,0.04419191919191919,1,GO:0045639,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,75,808,GO:0071827,GO:0071827,union_selected_24_tissues,,bio-tissue-labels.tar.gz,19,797,0.813261480787254,15,4,793,0.036275695284159616,0.01847290640394089,1,GO:0071827,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,76,1225,GO:0071827,GO:0071827,union_selected_24_tissues,,bio-tissue-labels.tar.gz,19,1212,0.7160262417994376,16,3,1209,0.02572347266881029,0.013029315960912053,1,GO:0071827,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,77,547,GO:0061213,GO:0061213,union_selected_24_tissues,,bio-tissue-labels.tar.gz,15,552,0.8706654170571696,5,10,542,0.017793594306049824,0.008976660682226212,1,GO:0061213,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,78,1054,GO:0045639,GO:0045639,union_selected_24_tissues,,bio-tissue-labels.tar.gz,54,1026,0.7596063730084348,41,13,1013,0.0740072202166065,0.038425492033739454,1,GO:0045639,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,79,900,GO:0045639,GO:0045639,union_selected_24_tissues,,bio-tissue-labels.tar.gz,54,878,0.7942830365510778,38,16,862,0.07966457023060797,0.04148471615720524,1,GO:0045639,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,80,758,GO:0043536,GO:0043536,union_selected_24_tissues,,bio-tissue-labels.tar.gz,17,759,0.8221649484536082,8,9,750,0.02064516129032258,0.010430247718383311,3,GO:0043536|GO:0003179|GO:0060043,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,81,2035,GO:0045637,GO:0045637,union_selected_24_tissues,,bio-tissue-labels.tar.gz,119,1996,0.5323336457357075,79,40,1956,0.0733519034354689,0.038072289156626506,1,GO:0045637,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,82,1103,GO:0045637,GO:0045637,union_selected_24_tissues,,bio-tissue-labels.tar.gz,119,1074,0.7483598875351453,74,45,1029,0.12111292962356793,0.06445993031358885,1,GO:0045637,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,83,785,GO:0055024,GO:0055024,union_selected_24_tissues,,bio-tissue-labels.tar.gz,38,771,0.8193533270852859,26,12,759,0.06318347509113001,0.03262233375156838,1,GO:0055024,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,84,582,GO:0055023,GO:0055023,union_selected_24_tissues,,bio-tissue-labels.tar.gz,18,586,0.8626991565135895,7,11,575,0.023333333333333334,0.011804384485666104,1,GO:0055023,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,85,2406,GO:0001525,GO:0001525,union_selected_24_tissues,,bio-tissue-labels.tar.gz,133,2337,0.45243673851921273,101,32,2305,0.07955888144938952,0.041427399507793276,1,GO:0001525,True,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,86,339,GO:0001569,GO:0001569,union_selected_24_tissues,,bio-tissue-labels.tar.gz,15,352,0.9175257731958762,1,14,338,0.005649717514124294,0.0028328611898017,2,GO:0001569|GO:0030901,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,87,1132,GO:0045639,GO:0045639,union_selected_24_tissues,,bio-tissue-labels.tar.gz,54,1100,0.7422680412371134,43,11,1089,0.07251264755480608,0.03762029746281715,1,GO:0045639,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,88,1108,GO:0045637,GO:0045637,union_selected_24_tissues,,bio-tissue-labels.tar.gz,119,1077,0.7476569821930646,75,44,1033,0.12224938875305623,0.06510416666666667,1,GO:0045637,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,89,766,GO:0035051,GO:0035051,union_selected_24_tissues,,bio-tissue-labels.tar.gz,27,753,0.8235707591377694,20,7,746,0.05044136191677175,0.0258732212160414,1,GO:0035051,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,90,702,GO:0030194,GO:0030194,union_selected_24_tissues,,bio-tissue-labels.tar.gz,18,690,0.8383317713214621,15,3,687,0.041666666666666664,0.02127659574468085,1,GO:0030194,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,91,913,GO:0030500,GO:0030500,union_selected_24_tissues,,bio-tissue-labels.tar.gz,19,910,0.7867853795688847,11,8,902,0.023605150214592276,0.011943539630836048,1,GO:0030500,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,92,1174,GO:0045646,GO:0045646,union_selected_24_tissues,,bio-tissue-labels.tar.gz,34,1172,0.725398313027179,18,16,1156,0.029801324503311258,0.015126050420168067,2,GO:0045646|GO:0055023,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,93,725,GO:0045639,GO:0045639,union_selected_24_tissues,,bio-tissue-labels.tar.gz,54,711,0.8334114339268979,34,20,691,0.08729139922978177,0.04563758389261745,1,GO:0045639,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,94,864,GO:0030099,GO:0030099,union_selected_24_tissues,,bio-tissue-labels.tar.gz,102,816,0.8088097469540768,75,27,789,0.15527950310559005,0.08417508417508418,1,GO:0030099,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,95,1149,GO:0002026,GO:0002026,union_selected_24_tissues,,bio-tissue-labels.tar.gz,19,1148,0.7310215557638238,10,9,1139,0.017123287671232876,0.008635578583765112,2,GO:0002026|GO:0060420,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,96,658,GO:0045599,GO:0045599,union_selected_24_tissues,,bio-tissue-labels.tar.gz,19,655,0.8465323336457358,11,8,647,0.03249630723781388,0.016516516516516516,2,GO:0045599|GO:0043536,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,97,1577,GO:0030193,GO:0030193,union_selected_24_tissues,,bio-tissue-labels.tar.gz,51,1566,0.6330834114339269,31,20,1546,0.038083538083538086,0.019411396368190358,2,GO:0030193|GO:0071827,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,98,1741,GO:0030099,GO:0030099,union_selected_24_tissues,,bio-tissue-labels.tar.gz,102,1685,0.6052014995313965,79,23,1662,0.08572978838849701,0.04478458049886622,1,GO:0030099,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,99,1042,GO:0002576,GO:0002576,union_selected_24_tissues,,bio-tissue-labels.tar.gz,43,1025,0.7598406747891284,30,13,1012,0.055299539170506916,0.02843601895734597,1,GO:0002576,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,100,1893,GO:0045637,GO:0045637,union_selected_24_tissues,,bio-tissue-labels.tar.gz,119,1860,0.5641986879100281,76,43,1817,0.07554671968190854,0.03925619834710744,1,GO:0045637,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,101,977,GO:0048844,GO:0048844,union_selected_24_tissues,,bio-tissue-labels.tar.gz,22,961,0.7748359887535146,19,3,958,0.03803803803803804,0.019387755102040816,3,GO:0048844|GO:0043535|GO:0030279,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,102,726,GO:0003091,GO:0003091,union_selected_24_tissues,,bio-tissue-labels.tar.gz,16,720,0.831302717900656,11,5,715,0.029649595687331536,0.015047879616963064,1,GO:0003091,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,103,1207,GO:0045637,GO:0045637,union_selected_24_tissues,,bio-tissue-labels.tar.gz,119,1168,0.7263355201499531,79,40,1128,0.1191553544494721,0.06335204490777867,1,GO:0045637,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,104,774,GO:0045639,GO:0045639,union_selected_24_tissues,,bio-tissue-labels.tar.gz,54,758,0.8223992502343018,35,19,739,0.08454106280193237,0.044136191677175286,1,GO:0045639,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,105,1170,GO:0043535,GO:0043535,union_selected_24_tissues,,bio-tissue-labels.tar.gz,28,1156,0.7291471415182755,21,7,1149,0.035058430717863104,0.01784197111299915,2,GO:0043535|GO:0045639,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,106,1153,GO:0055008,GO:0055008,union_selected_24_tissues,,bio-tissue-labels.tar.gz,42,1135,0.7340674789128397,30,12,1123,0.0502092050209205,0.02575107296137339,1,GO:0055008,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,107,695,GO:0055013,GO:0055013,union_selected_24_tissues,,bio-tissue-labels.tar.gz,16,695,0.8371602624179943,8,8,687,0.02250351617440225,0.011379800853485065,1,GO:0055013,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,108,1697,GO:0001947,GO:0001947,union_selected_24_tissues,,bio-tissue-labels.tar.gz,30,1693,0.6033270852858481,17,13,1680,0.019687319050376375,0.009941520467836258,3,GO:0001947|GO:0055010|GO:0072215,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,109,1389,GO:0043534,GO:0043534,union_selected_24_tissues,,bio-tissue-labels.tar.gz,18,1385,0.6754920337394564,11,7,1378,0.015636105188343994,0.007879656160458453,1,GO:0043534,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,110,1149,GO:0072215,GO:0072215,union_selected_24_tissues,,bio-tissue-labels.tar.gz,18,1147,0.7312558575445174,10,8,1139,0.01713796058269066,0.00864304235090752,1,GO:0072215,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,111,761,GO:0045639,GO:0045639,union_selected_24_tissues,,bio-tissue-labels.tar.gz,54,745,0.8254451733833177,35,19,726,0.08588957055214724,0.04487179487179487,1,GO:0045639,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,112,1108,GO:0045637,GO:0045637,union_selected_24_tissues,,bio-tissue-labels.tar.gz,119,1073,0.7485941893158388,77,42,1031,0.12550937245313773,0.06695652173913043,1,GO:0045637,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,113,1155,GO:0045637,GO:0045637,union_selected_24_tissues,,bio-tissue-labels.tar.gz,119,1116,0.738519212746017,79,40,1076,0.12401883830455258,0.06610878661087866,1,GO:0045637,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,114,777,GO:0035051,GO:0035051,union_selected_24_tissues,,bio-tissue-labels.tar.gz,27,764,0.8209934395501406,20,7,757,0.04975124378109453,0.025510204081632654,1,GO:0035051,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,115,1663,GO:0045637,GO:0045637,union_selected_24_tissues,,bio-tissue-labels.tar.gz,119,1612,0.6223055295220243,85,34,1578,0.09539842873176206,0.05008839127872716,1,GO:0045637,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,116,3612,GO:0001525,GO:0001525,union_selected_24_tissues,,bio-tissue-labels.tar.gz,133,3505,0.1787722586691659,120,13,3492,0.06408544726301736,0.03310344827586207,1,GO:0001525,True,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,117,2929,GO:0045637,GO:0045637,union_selected_24_tissues,,bio-tissue-labels.tar.gz,119,2856,0.330834114339269,96,23,2833,0.06299212598425197,0.032520325203252036,1,GO:0045637,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,118,3252,GO:0045637,GO:0045637,union_selected_24_tissues,,bio-tissue-labels.tar.gz,119,3171,0.25702905342080595,100,19,3152,0.059329575793533075,0.03057169061449098,1,GO:0045637,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,119,2101,GO:0045637,GO:0045637,union_selected_24_tissues,,bio-tissue-labels.tar.gz,119,2066,0.5159325210871603,77,42,2024,0.06936936936936937,0.03593093793747083,1,GO:0045637,False,True
OhmNet union by GO term across selected 24 tissues,OhmNet supplied archive,120,959,GO:0045639,GO:0045639,union_selected_24_tissues,,bio-tissue-labels.tar.gz,54,935,0.7809278350515464,39,15,920,0.0769990128331688,0.04004106776180698,1,GO:0045639,False,True
