source_type,version,label_column,observed_positive_genes,best_name,best_go_id,best_collection,best_subcollection,best_source_member,best_candidate_positive_genes,mismatch_genes,agreement,true_positives,false_positives,false_negatives,f1,jaccard,tie_count,tied_names,best_go_in_greene_table6,best_go_in_greene_table9
MSigDB 5.1 C5 BP,5.1,43,880,REGULATION_OF_BIOLOGICAL_QUALITY,GO:0065008,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,281,789,0.8151358950328023,186,95,694,0.32041343669250644,0.19076923076923077,1,REGULATION_OF_BIOLOGICAL_QUALITY,False,False
MSigDB 5.1 C5 BP,5.1,44,550,ESTABLISHMENT_OF_VESICLE_LOCALIZATION,GO:0051650,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,7,547,0.8718369259606373,5,2,545,0.017953321364452424,0.009057971014492754,3,ESTABLISHMENT_OF_VESICLE_LOCALIZATION|VESICLE_LOCALIZATION|POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS,False,False
MSigDB 5.1 C5 BP,5.1,45,1124,REGULATION_OF_GENE_EXPRESSION,GO:0010468,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,411,877,0.7945173383317713,329,82,795,0.4286644951140065,0.2728026533996683,1,REGULATION_OF_GENE_EXPRESSION,False,False
MSigDB 5.1 C5 BP,5.1,46,1486,BIOPOLYMER_METABOLIC_PROCESS,GO:0043283,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,914,1238,0.7099343955014058,581,333,905,0.4841666666666667,0.3194062671797691,1,BIOPOLYMER_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,47,1522,BIOPOLYMER_METABOLIC_PROCESS,GO:0043283,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,914,1264,0.703842549203374,586,328,936,0.48111658456486045,0.31675675675675674,1,BIOPOLYMER_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,48,948,GLUCOSE_CATABOLIC_PROCESS,GO:0006007,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,6,942,0.7792877225866917,6,0,942,0.012578616352201259,0.006329113924050633,3,GLUCOSE_CATABOLIC_PROCESS|CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS|CARBOHYDRATE_CATABOLIC_PROCESS,True,False
MSigDB 5.1 C5 BP,5.1,49,882,REGULATION_OF_PROTEIN_METABOLIC_PROCESS,GO:0051246,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,130,818,0.8083411433926898,97,33,785,0.191699604743083,0.10601092896174863,1,REGULATION_OF_PROTEIN_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,50,1378,NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS,GO:0048519,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,453,1113,0.7392221180880975,359,94,1019,0.3921354451119607,0.24388586956521738,1,NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,51,1164,REGULATION_OF_SIGNAL_TRANSDUCTION,GO:0009966,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,176,1006,0.7642924086223055,167,9,997,0.24925373134328357,0.1423699914748508,1,REGULATION_OF_SIGNAL_TRANSDUCTION,False,False
MSigDB 5.1 C5 BP,5.1,52,1731,POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS,GO:0048518,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,521,1348,0.6841611996251171,452,69,1279,0.40142095914742454,0.2511111111111111,1,POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,53,1635,REGULATION_OF_METABOLIC_PROCESS,GO:0019222,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,509,1332,0.6879100281162136,406,103,1229,0.3787313432835821,0.2336018411967779,1,REGULATION_OF_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,54,957,REGULATION_OF_SIGNAL_TRANSDUCTION,GO:0009966,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,176,803,0.8118556701030928,165,11,792,0.2912621359223301,0.17045454545454544,1,REGULATION_OF_SIGNAL_TRANSDUCTION,False,False
MSigDB 5.1 C5 BP,5.1,55,1017,TRANSCRIPTION,GO:0006350,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,417,790,0.8149015932521086,322,95,695,0.4490934449093445,0.289568345323741,1,TRANSCRIPTION,False,False
MSigDB 5.1 C5 BP,5.1,56,698,REGULATION_OF_CELL_DIFFERENTIATION,GO:0045595,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,50,656,0.8462980318650422,46,4,652,0.12299465240641712,0.06552706552706553,1,REGULATION_OF_CELL_DIFFERENTIATION,False,False
MSigDB 5.1 C5 BP,5.1,57,624,REGULATION_OF_KINASE_ACTIVITY,GO:0043549,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,102,578,0.8645735707591378,74,28,550,0.20385674931129477,0.11349693251533742,3,REGULATION_OF_KINASE_ACTIVITY|REGULATION_OF_PROTEIN_KINASE_ACTIVITY|REGULATION_OF_TRANSFERASE_ACTIVITY,False,False
MSigDB 5.1 C5 BP,5.1,58,604,ESTABLISHMENT_AND_OR_MAINTENANCE_OF_CHROMATIN_ARCHITECTURE,GO:0006325,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,54,572,0.865979381443299,43,11,561,0.13069908814589665,0.06991869918699187,1,ESTABLISHMENT_AND_OR_MAINTENANCE_OF_CHROMATIN_ARCHITECTURE,False,False
MSigDB 5.1 C5 BP,5.1,59,892,TRANSCRIPTION,GO:0006350,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,417,667,0.8437207122774133,321,96,571,0.4904507257448434,0.3248987854251012,1,TRANSCRIPTION,False,False
MSigDB 5.1 C5 BP,5.1,60,1829,POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS,GO:0048518,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,521,1412,0.669165885660731,469,52,1360,0.39914893617021274,0.24933545986177566,1,POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,61,668,TRANSPORT,GO:0006810,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,363,575,0.8652764761012184,228,135,440,0.4422890397672163,0.28393524283935245,1,TRANSPORT,False,False
MSigDB 5.1 C5 BP,5.1,62,796,REGULATION_OF_TRANSPORT,GO:0051049,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,47,757,0.8226335520149953,43,4,753,0.10201660735468565,0.05375,1,REGULATION_OF_TRANSPORT,False,False
MSigDB 5.1 C5 BP,5.1,63,742,PROTEIN_MODIFICATION_PROCESS,GO:0006464,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,362,592,0.8612933458294283,256,106,486,0.463768115942029,0.3018867924528302,1,PROTEIN_MODIFICATION_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,64,762,RESPONSE_TO_DNA_DAMAGE_STIMULUS,GO:0006974,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,124,710,0.8336457357075914,88,36,674,0.1986455981941309,0.11027568922305764,1,RESPONSE_TO_DNA_DAMAGE_STIMULUS,False,False
MSigDB 5.1 C5 BP,5.1,65,536,TRANSPORT,GO:0006810,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,363,511,0.8802717900656045,194,169,342,0.43159065628476084,0.275177304964539,1,TRANSPORT,False,False
MSigDB 5.1 C5 BP,5.1,66,2043,ORGANELLE_ORGANIZATION_AND_BIOGENESIS,GO:0006996,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,311,1852,0.5660731021555764,251,60,1792,0.21325403568394222,0.11935330480266286,1,ORGANELLE_ORGANIZATION_AND_BIOGENESIS,False,False
MSigDB 5.1 C5 BP,5.1,67,1291,MEMBRANE_ORGANIZATION_AND_BIOGENESIS,GO:0016044,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,77,1276,0.7010309278350515,46,31,1245,0.06725146198830409,0.03479576399394856,1,MEMBRANE_ORGANIZATION_AND_BIOGENESIS,False,False
MSigDB 5.1 C5 BP,5.1,68,1737,NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,GO:0006139,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,655,1548,0.6373008434864105,422,233,1315,0.3528428093645485,0.21421319796954313,1,NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,69,1080,DOUBLE_STRAND_BREAK_REPAIR,GO:0006302,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,19,1067,0.75,16,3,1064,0.029117379435850774,0.014773776546629732,1,DOUBLE_STRAND_BREAK_REPAIR,True,False
MSigDB 5.1 C5 BP,5.1,70,948,GLUCOSE_CATABOLIC_PROCESS,GO:0006007,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,6,942,0.7792877225866917,6,0,942,0.012578616352201259,0.006329113924050633,3,GLUCOSE_CATABOLIC_PROCESS|CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS|CARBOHYDRATE_CATABOLIC_PROCESS,True,False
MSigDB 5.1 C5 BP,5.1,71,597,MICROTUBULE_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS,GO:0000226,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,26,583,0.8634020618556701,20,6,577,0.06420545746388442,0.03316749585406302,1,MICROTUBULE_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS,False,False
MSigDB 5.1 C5 BP,5.1,72,653,POSITIVE_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,GO:0045935,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,117,554,0.8701968134957826,108,9,545,0.2805194805194805,0.16314199395770393,2,POSITIVE_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS|POSITIVE_REGULATION_OF_TRANSCRIPTION,False,False
MSigDB 5.1 C5 BP,5.1,73,1159,REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,GO:0019219,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,380,913,0.7860824742268041,313,67,846,0.40675763482781024,0.2553017944535073,1,REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,74,773,POSITIVE_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,GO:0045935,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,117,664,0.8444236176194939,113,4,660,0.2539325842696629,0.14543114543114544,1,POSITIVE_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,75,808,TRANSPORT,GO:0006810,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,363,701,0.8357544517338331,235,128,573,0.4013663535439795,0.25106837606837606,1,TRANSPORT,False,False
MSigDB 5.1 C5 BP,5.1,76,1225,ORGANELLE_ORGANIZATION_AND_BIOGENESIS,GO:0006996,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,311,1046,0.7549203373945642,245,66,980,0.3190104166666667,0.18977536793183578,1,ORGANELLE_ORGANIZATION_AND_BIOGENESIS,False,False
MSigDB 5.1 C5 BP,5.1,77,547,DNA_REPAIR,GO:0006281,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,94,497,0.883552014995314,72,22,475,0.22464898595943839,0.1265377855887522,1,DNA_REPAIR,False,False
MSigDB 5.1 C5 BP,5.1,78,1054,REGULATION_OF_GENE_EXPRESSION,GO:0010468,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,411,811,0.8099812558575445,327,84,727,0.44641638225255975,0.28734622144112476,1,REGULATION_OF_GENE_EXPRESSION,False,False
MSigDB 5.1 C5 BP,5.1,79,900,TRANSCRIPTION,GO:0006350,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,417,669,0.8432521087160263,324,93,576,0.4920273348519362,0.32628398791540786,1,TRANSCRIPTION,False,False
MSigDB 5.1 C5 BP,5.1,80,758,PROTEIN_MODIFICATION_PROCESS,GO:0006464,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,362,600,0.85941893158388,260,102,498,0.4642857142857143,0.3023255813953488,1,PROTEIN_MODIFICATION_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,81,2035,NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,GO:0006139,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,655,1826,0.5721649484536082,432,223,1603,0.32118959107806694,0.1913197519929141,1,NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,82,1103,REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,GO:0019219,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,380,859,0.7987347703842549,312,68,791,0.4207687120701281,0.2664389410760034,1,REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,83,785,ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY,GO:0007167,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,106,755,0.8231021555763824,68,38,717,0.1526374859708193,0.08262454434993925,1,ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY,False,True
MSigDB 5.1 C5 BP,5.1,84,582,PROTEIN_AMINO_ACID_PHOSPHORYLATION,GO:0006468,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,177,515,0.8793345829428304,122,55,460,0.3214756258234519,0.19152276295133439,1,PROTEIN_AMINO_ACID_PHOSPHORYLATION,False,False
MSigDB 5.1 C5 BP,5.1,85,2406,ANATOMICAL_STRUCTURE_DEVELOPMENT,GO:0048856,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,531,2185,0.48805060918462984,376,155,2030,0.2560435818862785,0.14681764935572042,1,ANATOMICAL_STRUCTURE_DEVELOPMENT,False,False
MSigDB 5.1 C5 BP,5.1,86,339,RNA_SPLICING,GO:0008380,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,37,312,0.9268978444236177,32,5,307,0.1702127659574468,0.09302325581395349,1,RNA_SPLICING,True,False
MSigDB 5.1 C5 BP,5.1,87,1132,POSITIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS,GO:0031325,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,174,986,0.7689784442361762,160,14,972,0.2450229709035222,0.13961605584642234,1,POSITIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,88,1108,TRANSCRIPTION,GO:0006350,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,417,869,0.7963917525773196,328,89,780,0.4301639344262295,0.27401837928153716,1,TRANSCRIPTION,False,False
MSigDB 5.1 C5 BP,5.1,89,766,NEGATIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS,GO:0031324,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,171,671,0.8427835051546392,133,38,633,0.2838847385272145,0.1654228855721393,1,NEGATIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,90,702,POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION,GO:0009967,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,112,590,0.8617619493908154,112,0,590,0.2751842751842752,0.15954415954415954,1,POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION,False,False
MSigDB 5.1 C5 BP,5.1,91,913,PROTEIN_MODIFICATION_PROCESS,GO:0006464,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,362,735,0.827788191190253,270,92,643,0.4235294117647059,0.26865671641791045,1,PROTEIN_MODIFICATION_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,92,1174,BIOPOLYMER_METABOLIC_PROCESS,GO:0043283,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,914,966,0.7736644798500468,561,353,613,0.5373563218390804,0.36738703339882123,1,BIOPOLYMER_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,93,725,POSITIVE_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,GO:0045935,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,117,626,0.8533270852858481,108,9,617,0.25653206650831356,0.14713896457765668,2,POSITIVE_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS|POSITIVE_REGULATION_OF_TRANSCRIPTION,False,False
MSigDB 5.1 C5 BP,5.1,94,864,ORGAN_DEVELOPMENT,GO:0048513,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,337,815,0.8090440487347703,193,144,671,0.32139883430474603,0.19146825396825398,1,ORGAN_DEVELOPMENT,False,False
MSigDB 5.1 C5 BP,5.1,95,1149,BIOPOLYMER_MODIFICATION,GO:0043412,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,375,1016,0.7619493908153702,254,121,895,0.3333333333333333,0.2,1,BIOPOLYMER_MODIFICATION,False,False
MSigDB 5.1 C5 BP,5.1,96,658,RESPONSE_TO_STRESS,GO:0006950,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,335,599,0.8596532333645736,197,138,461,0.39677744209466265,0.24748743718592964,1,RESPONSE_TO_STRESS,False,False
MSigDB 5.1 C5 BP,5.1,97,1577,BIOPOLYMER_METABOLIC_PROCESS,GO:0043283,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,914,1309,0.6932989690721649,591,323,986,0.47450822962665595,0.31105263157894736,1,BIOPOLYMER_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,98,1741,REGULATION_OF_METABOLIC_PROCESS,GO:0019222,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,509,1402,0.6715089034676663,424,85,1317,0.3768888888888889,0.2322015334063527,1,REGULATION_OF_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,99,1042,LIPID_HOMEOSTASIS,GO:0055088,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,15,1033,0.7579662605435802,12,3,1030,0.02270577105014191,0.011483253588516746,1,LIPID_HOMEOSTASIS,False,False
MSigDB 5.1 C5 BP,5.1,100,1893,NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,GO:0006139,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,655,1720,0.5970009372071228,414,241,1479,0.3249607535321821,0.19400187441424555,1,NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,101,977,REGULATION_OF_SIGNAL_TRANSDUCTION,GO:0009966,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,176,823,0.8071696344892221,165,11,812,0.2862098872506505,0.16700404858299595,1,REGULATION_OF_SIGNAL_TRANSDUCTION,False,False
MSigDB 5.1 C5 BP,5.1,102,726,CATION_TRANSPORT,GO:0006812,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,46,710,0.8336457357075914,31,15,695,0.08031088082901554,0.04183535762483131,1,CATION_TRANSPORT,False,False
MSigDB 5.1 C5 BP,5.1,103,1207,POSITIVE_REGULATION_OF_METABOLIC_PROCESS,GO:0009893,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,178,1049,0.7542174320524836,168,10,1039,0.24259927797833936,0.13804437140509448,1,POSITIVE_REGULATION_OF_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,104,774,POSITIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS,GO:0031325,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,174,664,0.8444236176194939,142,32,632,0.29957805907172996,0.1761786600496278,1,POSITIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,105,1170,RESPONSE_TO_STRESS,GO:0006950,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,335,1051,0.7537488284910965,227,108,943,0.3016611295681063,0.17762128325508608,1,RESPONSE_TO_STRESS,False,False
MSigDB 5.1 C5 BP,5.1,106,1153,CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS,GO:0007010,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,137,1128,0.7357075913776945,81,56,1072,0.12558139534883722,0.06699751861042183,1,CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS,False,False
MSigDB 5.1 C5 BP,5.1,107,695,ORGANELLE_ORGANIZATION_AND_BIOGENESIS,GO:0006996,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,311,604,0.8584817244611059,201,110,494,0.3996023856858847,0.2496894409937888,1,ORGANELLE_ORGANIZATION_AND_BIOGENESIS,False,False
MSigDB 5.1 C5 BP,5.1,108,1697,NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,GO:0006139,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,655,1508,0.6466729147141519,422,233,1275,0.358843537414966,0.21865284974093263,1,NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,109,1389,VESICLE_MEDIATED_TRANSPORT,GO:0016192,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,91,1356,0.6822867853795689,62,29,1327,0.08378378378378379,0.04372355430183357,1,VESICLE_MEDIATED_TRANSPORT,False,False
MSigDB 5.1 C5 BP,5.1,110,1149,RNA_METABOLIC_PROCESS,GO:0016070,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,423,1024,0.7600749765698219,274,149,875,0.3486005089058524,0.2110939907550077,1,RNA_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,111,761,POSITIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS,GO:0031325,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,174,651,0.8474695407685098,142,32,619,0.3037433155080214,0.17906683480453972,1,POSITIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,112,1108,REGULATION_OF_GENE_EXPRESSION,GO:0010468,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,411,863,0.7977975632614808,328,83,780,0.4318630678077683,0.2753988245172124,1,REGULATION_OF_GENE_EXPRESSION,False,False
MSigDB 5.1 C5 BP,5.1,113,1155,POSITIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS,GO:0031325,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,174,999,0.7659325210871603,165,9,990,0.24830699774266365,0.14175257731958762,1,POSITIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS,False,False
