source_name,mapping_strategy,evidence_filter,term_scope,comparison_scope,candidate_GO_terms,comparison_genes,label_columns,exact_matches,agreement_at_least_99_percent,agreement_at_least_95_percent,median_best_agreement,mean_best_agreement,minimum_mismatch_genes,mean_mismatch_genes
GOA human GAF v159 direct BP annotations,gp2protein_union_all_names_sensitivity,exclude_IEA_ND,all_bp,all_resolved_genes,7212,4268,121,0,0,0,0.8160731021555764,0.7582702719449759,289,1031.702479338843
GOA human GAF v159 direct BP annotations,gp2protein_union_all_names_sensitivity,all_except_IEA_ND_NAS,msigdb_v52_c5bp_terms,all_resolved_genes,2980,4268,121,0,0,0,0.8160731021555764,0.7578036047619416,287,1033.6942148760331
GOA human GAF v159 direct BP annotations,gp2protein_union_all_names_sensitivity,exclude_IEA,msigdb_v52_c5bp_terms,all_resolved_genes,3003,4268,121,0,0,0,0.8160731021555764,0.7577048494659469,289,1034.1157024793388
GOA human GAF v159 direct BP annotations,gp2protein_union_all_names_sensitivity,exclude_IEA_ND,msigdb_v52_c5bp_terms,all_resolved_genes,3003,4268,121,0,0,0,0.8160731021555764,0.7577048494659469,289,1034.1157024793388
GOA human GAF v159 direct BP annotations,gp2protein_unique_graphsage_link_only,all_except_IEA_ND_NAS,msigdb_v52_c5bp_terms,mapping_covered_genes_only,2972,4240,121,0,0,0,0.8160377358490566,0.7586991267737409,278,1023.1157024793389
GOA human GAF v159 direct BP annotations,gp2protein_unique_graphsage_link_only,exclude_IEA,msigdb_v52_c5bp_terms,mapping_covered_genes_only,2994,4240,121,0,0,0,0.8160377358490566,0.7586270076407298,280,1023.4214876033058
GOA human GAF v159 direct BP annotations,gp2protein_unique_graphsage_link_only,exclude_IEA_ND,msigdb_v52_c5bp_terms,mapping_covered_genes_only,2994,4240,121,0,0,0,0.8160377358490566,0.7586270076407298,280,1023.4214876033058
GOA human GAF v159 direct BP annotations,gp2protein_union_all_names_sensitivity,all_except_IEA_ND_NAS,all_bp,mapping_covered_genes_only,7126,4267,121,0,0,0,0.8160299976564331,0.758345325552433,287,1031.1404958677685
GOA human GAF v159 direct BP annotations,gp2protein_union_all_names_sensitivity,exclude_IEA,all_bp,mapping_covered_genes_only,7213,4267,121,0,0,0,0.8160299976564331,0.7582136209658207,289,1031.702479338843
GOA human GAF v159 direct BP annotations,gp2protein_union_all_names_sensitivity,exclude_IEA_ND,all_bp,mapping_covered_genes_only,7212,4267,121,0,0,0,0.8160299976564331,0.7582136209658207,289,1031.702479338843
GOA human GAF v159 direct BP annotations,gp2protein_union_all_names_sensitivity,all_except_IEA_ND_NAS,msigdb_v52_c5bp_terms,mapping_covered_genes_only,2980,4267,121,0,0,0,0.8160299976564331,0.7577468444162098,287,1033.6942148760331
GOA human GAF v159 direct BP annotations,gp2protein_union_all_names_sensitivity,exclude_IEA,msigdb_v52_c5bp_terms,mapping_covered_genes_only,3003,4267,121,0,0,0,0.8160299976564331,0.7576480659762506,289,1034.1157024793388
GOA human GAF v159 direct BP annotations,gp2protein_union_all_names_sensitivity,exclude_IEA_ND,msigdb_v52_c5bp_terms,mapping_covered_genes_only,3003,4267,121,0,0,0,0.8160299976564331,0.7576480659762506,289,1034.1157024793388
GOA human GAF v159 direct BP annotations,gp2protein_unique_full_GeneID_link_only,all_except_IEA_ND_NAS,msigdb_v52_c5bp_terms,mapping_covered_genes_only,2971,4215,121,0,0,0,0.8156583629893238,0.7584227914865249,277,1018.2479338842975
GOA human GAF v159 direct BP annotations,gp2protein_unique_full_GeneID_link_only,exclude_IEA,msigdb_v52_c5bp_terms,mapping_covered_genes_only,2993,4215,121,0,0,0,0.8156583629893238,0.7583580875072302,279,1018.5206611570248
GOA human GAF v159 direct BP annotations,gp2protein_unique_full_GeneID_link_only,exclude_IEA_ND,msigdb_v52_c5bp_terms,mapping_covered_genes_only,2993,4215,121,0,0,0,0.8156583629893238,0.7583580875072302,279,1018.5206611570248
